item,imdbID,itemLabel,domesticGross
http://www.wikidata.org/entity/Q622240,tt0061811,In the Heat of the Night,24379978
http://www.wikidata.org/entity/Q22350767,tt1619029,Jackie,22700000
http://www.wikidata.org/entity/Q729788,tt0425112,Hot Fuzz,23637265
http://www.wikidata.org/entity/Q272860,tt0080678,The Elephant Man,26010864
http://www.wikidata.org/entity/Q692720,tt0080365,American Gigolo,22000000
http://www.wikidata.org/entity/Q827106,tt0460989,The Wind That Shakes the Barley,22903165
http://www.wikidata.org/entity/Q17144452,tt1712261,Triple 9,23100000
http://www.wikidata.org/entity/Q1849238,tt0105629,Toys,23300000
http://www.wikidata.org/entity/Q573743,tt1220719,Ip Man,22108789
http://www.wikidata.org/entity/Q1215857,tt0060921,"The Russians Are Coming, the Russians Are Coming",21693114
http://www.wikidata.org/entity/Q1551573,tt0105151,The Player,21706101
http://www.wikidata.org/entity/Q963713,tt0098258,Say Anything...,21515196
http://www.wikidata.org/entity/Q1054036,tt0140888,Central Station,22000000
http://www.wikidata.org/entity/Q54437950,tt4777008,Maleficent: Mistress of Evil,22642148
http://www.wikidata.org/entity/Q18811634,tt0490215,Silence,23834809
http://www.wikidata.org/entity/Q472096,tt0082089,Body Heat,24058838
http://www.wikidata.org/entity/Q670439,tt0093822,Raising Arizona,22847564
http://www.wikidata.org/entity/Q28912376,tt4682266,The New Mutants,23852659
http://www.wikidata.org/entity/Q587419,tt0038787,Notorious,24464742
http://www.wikidata.org/entity/Q587419,tt0038787,Notorious,24493053
http://www.wikidata.org/entity/Q581960,tt0100029,Lionheart,24271196
http://www.wikidata.org/entity/Q25136669,tt3829920,Only the Brave,23097511
http://www.wikidata.org/entity/Q56384292,tt7080138,The Crimes That Bind,23144130
http://www.wikidata.org/entity/Q155018,tt0091605,The Name of the Rose,25000000
http://www.wikidata.org/entity/Q41483,tt0060196,"The Good, the Bad and the Ugly",25100000
http://www.wikidata.org/entity/Q626745,tt0318974,The Alamo,25819961
http://www.wikidata.org/entity/Q649165,tt0120601,Being John Malkovich,23106667
http://www.wikidata.org/entity/Q196004,tt0116367,From Dusk till Dawn,25836616
http://www.wikidata.org/entity/Q734604,tt0091223,House,22144631
http://www.wikidata.org/entity/Q2005019,tt0096101,Short Circuit 2,21600000
http://www.wikidata.org/entity/Q100889636,tt12477480,Decision to Leave,22863325
http://www.wikidata.org/entity/Q129288,tt0110971,Renaissance Man,24332324
http://www.wikidata.org/entity/Q270510,tt0053604,The Apartment,24600000
http://www.wikidata.org/entity/Q111364645,tt13721828,The Witch: Part 2. The Other One,23010168
http://www.wikidata.org/entity/Q591272,tt0061452,Casino Royale,22744718
http://www.wikidata.org/entity/Q634729,tt0090095,Subway,22300000
http://www.wikidata.org/entity/Q1103569,tt0763831,A Thousand Words,22044277
http://www.wikidata.org/entity/Q576505,tt0118798,Bulworth,26528185
http://www.wikidata.org/entity/Q640561,tt1832382,A Separation,24426169
http://www.wikidata.org/entity/Q867283,tt0129167,The Iron Giant,23315035
http://www.wikidata.org/entity/Q867283,tt0129167,The Iron Giant,23335817
http://www.wikidata.org/entity/Q1100832,tt0314121,Mortadelo & Filemon: The Big Adventure,22847347
http://www.wikidata.org/entity/Q383844,tt0246894,Rollerball,25852764
http://www.wikidata.org/entity/Q28561715,tt5113040,The Secret Life of Pets 2,23357258
http://www.wikidata.org/entity/Q193695,tt0032138,The Wizard of Oz,26142032
http://www.wikidata.org/entity/Q1125262,tt0082694,Mad Max 2,23667907
http://www.wikidata.org/entity/Q1458649,tt0158811,Muppets from Space,22323612
http://www.wikidata.org/entity/Q190086,tt0053291,Some Like It Hot,25000000
http://www.wikidata.org/entity/Q65768604,tt10648342,Thor: Love and Thunder,22608285
http://www.wikidata.org/entity/Q208344,tt0120591,Armageddon,201578182
http://www.wikidata.org/entity/Q522389,tt1606389,The Vow,196000000
http://www.wikidata.org/entity/Q29588607,tt4633694,Spider-Man: Into the Spider-Verse,190241310
http://www.wikidata.org/entity/Q170035,tt0382932,Ratatouille,206445654
http://www.wikidata.org/entity/Q17548046,tt2381249,Mission: Impossible – Rogue Nation,195042377
http://www.wikidata.org/entity/Q18002795,tt1663202,The Revenant,183637894
http://www.wikidata.org/entity/Q1141746,tt0122933,Analyze This,176880000
http://www.wikidata.org/entity/Q200396,tt0988045,Sherlock Holmes,209028679
http://www.wikidata.org/entity/Q1253887,tt0240462,Dr. Dolittle 2,176104344
http://www.wikidata.org/entity/Q39070473,tt6644200,A Quiet Place,188024361
http://www.wikidata.org/entity/Q19648591,tt3410834,The Divergent Series: Allegiant,179246868
http://www.wikidata.org/entity/Q241482,tt0343660,50 First Dates,196482882
http://www.wikidata.org/entity/Q949879,tt0319343,Elf,177874109
http://www.wikidata.org/entity/Q275120,tt0458339,Captain America: The First Avenger,176654505
http://www.wikidata.org/entity/Q1055299,tt0362120,Scary Movie 4,178710620
http://www.wikidata.org/entity/Q156597,tt0120912,Men in Black II,193735288
http://www.wikidata.org/entity/Q320423,tt0076752,The Spy Who Loved Me,185400000
http://www.wikidata.org/entity/Q132266,tt0369441,Fun with Dick and Jane,202026112
http://www.wikidata.org/entity/Q471746,tt0429493,The A-Team,177238796
http://www.wikidata.org/entity/Q495513,tt0114069,Outbreak,189800000
http://www.wikidata.org/entity/Q28196,tt0816711,World War Z,202807711
http://www.wikidata.org/entity/Q682549,tt1396218,Mr. Popper's Penguins,183200000
http://www.wikidata.org/entity/Q116905,tt0339291,Lemony Snicket's A Series of Unfortunate Events,209073645
http://www.wikidata.org/entity/Q25136235,tt5052448,Get Out,176196665
http://www.wikidata.org/entity/Q156608,tt0372183,The Bourne Supremacy,176241941
http://www.wikidata.org/entity/Q154581,tt0217505,Gangs of New York,193772504
http://www.wikidata.org/entity/Q204057,tt0107818,Philadelphia,206700000
http://www.wikidata.org/entity/Q21527614,tt1753383,A Dog's Purpose,192345040
http://www.wikidata.org/entity/Q591556,tt0305224,Anger Management,195745823
http://www.wikidata.org/entity/Q185658,tt0097576,Indiana Jones and the Last Crusade,197171806
http://www.wikidata.org/entity/Q26698156,tt5580390,The Shape of Water,194349972
http://www.wikidata.org/entity/Q155476,tt0232500,The Fast and the Furious,207517509
http://www.wikidata.org/entity/Q179215,tt0087469,Indiana Jones and the Temple of Doom,179870271
http://www.wikidata.org/entity/Q23894626,tt3480822,Black Widow,183651655
http://www.wikidata.org/entity/Q22074948,tt4651520,Bad Moms,183936074
http://www.wikidata.org/entity/Q142292,tt0181865,Traffic,207500000
http://www.wikidata.org/entity/Q221249,tt0084805,Tootsie,177200000
http://www.wikidata.org/entity/Q57982486,tt8946378,Knives Out,196103961
http://www.wikidata.org/entity/Q160618,tt0388795,Brokeback Mountain,178000000
http://www.wikidata.org/entity/Q906633,tt0409182,Poseidon,185000000
http://www.wikidata.org/entity/Q110138,tt0092099,Top Gun,180258178
http://www.wikidata.org/entity/Q468033,tt0257044,Road to Perdition,181001478
http://www.wikidata.org/entity/Q170564,tt0103064,Terminator 2: Judgment Day,205881154
http://www.wikidata.org/entity/Q277038,tt1649419,The Impossible,180274123
http://www.wikidata.org/entity/Q105801,tt0111282,Stargate,196567262
http://www.wikidata.org/entity/Q218235,tt0367594,Charlie and the Chocolate Factory,206459076
http://www.wikidata.org/entity/Q165325,tt0266697,Kill Bill Volume 1,180906076
http://www.wikidata.org/entity/Q1146194,tt0105793,Wayne's World,183097323
http://www.wikidata.org/entity/Q217020,tt0800369,Thor,181030624
http://www.wikidata.org/entity/Q155559,tt1001508,He's Just Not That Into You,178000000
http://www.wikidata.org/entity/Q1210947,tt0101272,The Addams Family,191502426
http://www.wikidata.org/entity/Q201819,tt1136608,District 9,210888950
http://www.wikidata.org/entity/Q327713,tt1409024,Men in Black 3,179020854
http://www.wikidata.org/entity/Q1741232,tt0117060,Mission: Impossible,180981856
http://www.wikidata.org/entity/Q55934795,tt2066051,Rocketman,182581610
http://www.wikidata.org/entity/Q1129381,tt0120902,The X-Files,189176423
http://www.wikidata.org/entity/Q218589,tt1568911,War Horse,177584879
http://www.wikidata.org/entity/Q162729,tt0112573,Braveheart,213200000
http://www.wikidata.org/entity/Q380981,tt0942385,Tropic Thunder,195702963
http://www.wikidata.org/entity/Q110278,tt0259711,Vanilla Sky,203400000
http://www.wikidata.org/entity/Q476726,tt1078912,Night at the Museum: Battle of the Smithsonian,177243721
http://www.wikidata.org/entity/Q3522637,tt0359950,The Secret Life of Walter Mitty,188133322
http://www.wikidata.org/entity/Q166262,tt0372784,Batman Begins,206863479
http://www.wikidata.org/entity/Q193573,tt0203009,Moulin Rouge!,179213434
http://www.wikidata.org/entity/Q204398,tt0086034,Octopussy,187500000
http://www.wikidata.org/entity/Q21010856,tt2119532,Hacksaw Ridge,180563636
http://www.wikidata.org/entity/Q51756477,tt10499474,10 Days in Sun City,176700000
http://www.wikidata.org/entity/Q272064,tt0093428,The Living Daylights,191199996
http://www.wikidata.org/entity/Q156309,tt0106977,The Fugitive,183875760
http://www.wikidata.org/entity/Q914247,tt0118928,Dante's Peak,178127760
http://www.wikidata.org/entity/Q5901134,tt0478970,Ant-Man,180202163
http://www.wikidata.org/entity/Q13562643,tt0455944,The Equalizer,192330738
http://www.wikidata.org/entity/Q550196,tt0338459,Spy Kids 3-D: Game Over,197011982
http://www.wikidata.org/entity/Q464964,tt1645170,The Dictator,179379533
http://www.wikidata.org/entity/Q13417189,tt0816692,Interstellar,188020017
http://www.wikidata.org/entity/Q208592,tt0162661,Sleepy Hollow,206071502
http://www.wikidata.org/entity/Q260379,tt0299977,Hero,177395557
http://www.wikidata.org/entity/Q628851,tt1667353,Mirror Mirror,183018522
http://www.wikidata.org/entity/Q214014,tt1232829,21 Jump Street,201585328
http://www.wikidata.org/entity/Q21935651,tt5013056,Dunkirk,189740665
http://www.wikidata.org/entity/Q91540,tt0088763,Back to the Future,212836762
http://www.wikidata.org/entity/Q18151084,tt2361509,The Intern,194000000
http://www.wikidata.org/entity/Q1048846,tt0164184,The Sum of All Fears,193921372
http://www.wikidata.org/entity/Q1102220,tt0163025,Jurassic Park III,181171875
http://www.wikidata.org/entity/Q159054,tt0985699,Valkyrie,200276784
http://www.wikidata.org/entity/Q3023357,tt2024544,12 Years a Slave,187733202
http://www.wikidata.org/entity/Q105970894,tt12412888,Sonic the Hedgehog 2,190872904
http://www.wikidata.org/entity/Q427386,tt0107206,In the Line of Fire,176997168
http://www.wikidata.org/entity/Q855222,tt0105112,Patriot Games,178051587
http://www.wikidata.org/entity/Q221345,tt0112462,Batman Forever,184069126
http://www.wikidata.org/entity/Q42198,tt0113277,Heat,187436818
http://www.wikidata.org/entity/Q648312,tt0317740,The Italian Job,176070171
http://www.wikidata.org/entity/Q15040917,tt2294449,22 Jump Street,191719337
http://www.wikidata.org/entity/Q243643,tt1515091,Sherlock Holmes: A Game of Shadows,186848418
http://www.wikidata.org/entity/Q162182,tt0409459,Watchmen,185382813
http://www.wikidata.org/entity/Q53719,tt1276104,Looper,176506819
http://www.wikidata.org/entity/Q12125299,tt1617661,Jupiter Ascending,183987723
http://www.wikidata.org/entity/Q85816891,tt11489288,Your Excellency,186300000
http://www.wikidata.org/entity/Q501995,tt0101540,Cape Fear,182291969
http://www.wikidata.org/entity/Q114818951,tt17024450,The Equalizer 3,182800000
http://www.wikidata.org/entity/Q7884372,tt0460427,Unfolding Florence: The Many Lives of Florence Broadhurst,429243
http://www.wikidata.org/entity/Q114000704,tt18816518,Sick of Myself,438323
http://www.wikidata.org/entity/Q7721707,tt0454096,The Caterpillar Wish,456018
http://www.wikidata.org/entity/Q763615,tt1876277,Into the White,636469
http://www.wikidata.org/entity/Q7899323,tt2084989,Upstream Color,444098
http://www.wikidata.org/entity/Q906283,tt0021873,Five Star Final,665000
http://www.wikidata.org/entity/Q6547664,tt0113658,Lilian's Story,524526
http://www.wikidata.org/entity/Q17000309,tt2861532,A Wolf at the Door,446436
http://www.wikidata.org/entity/Q7847467,tt0117975,True Love and Chaos,519573
http://www.wikidata.org/entity/Q312565,tt0071910,The Night Porter,633298
http://www.wikidata.org/entity/Q3522287,tt0120316,Thank God He Met Lizzie,565747
http://www.wikidata.org/entity/Q50143448,tt7752454,Detective Chinatown 2,515759
http://www.wikidata.org/entity/Q648417,tt0303361,May,634803
http://www.wikidata.org/entity/Q5956867,tt0110221,Justino,420000
http://www.wikidata.org/entity/Q105441000,tt14033502,Bad Luck Banging or Loony Porn,455690
http://www.wikidata.org/entity/Q541727,tt0095895,Powaqqatsi,589244
http://www.wikidata.org/entity/Q7730848,tt0165362,The Dragon Lives Again,436488.7
http://www.wikidata.org/entity/Q16995656,tt2474958,Kill Your Friends,420091
http://www.wikidata.org/entity/Q5968312,tt0388484,The Truce,538299
http://www.wikidata.org/entity/Q81561782,tt9809140,All the Freckles in the World,426801
http://www.wikidata.org/entity/Q65084732,tt9143112,Falling,489685
http://www.wikidata.org/entity/Q75984006,tt0089871,¡Qué tía la C.I.A.!,481232.6
http://www.wikidata.org/entity/Q816156,tt0276816,Below,605562
http://www.wikidata.org/entity/Q1188131,tt0016332,Seven Chances,598288
http://www.wikidata.org/entity/Q7773224,tt1270850,The Waiting City,544888
http://www.wikidata.org/entity/Q4379891,tt0372478,The Stroll,672000
http://www.wikidata.org/entity/Q116790375,tt21265604,Massimo Troisi: Somebody Down There Likes Me,431113
http://www.wikidata.org/entity/Q11688436,tt0470587,Las vidas de Celia,420548
http://www.wikidata.org/entity/Q7765441,tt0120837,The Sound of One Hand Clapping,514678
http://www.wikidata.org/entity/Q28493840,tt5736696,Raid dingue,477000
http://www.wikidata.org/entity/Q1749792,tt0023181,The Man Who Played God,536000
http://www.wikidata.org/entity/Q1056797,tt0053247,The Scapegoat,570000
http://www.wikidata.org/entity/Q7280293,tt0163169,Radiance,441168
http://www.wikidata.org/entity/Q7757054,tt0076542,The Picture Show Man,566014
http://www.wikidata.org/entity/Q5288674,tt0119002,Doing Time for Patsy Cline,671639
http://www.wikidata.org/entity/Q1779674,tt0458242,Lights in the Dusk,538780
http://www.wikidata.org/entity/Q828725,tt0073580,The Passenger,619744
http://www.wikidata.org/entity/Q7180923,tt1568816,Phase 7,665960
http://www.wikidata.org/entity/Q7742576,tt0077749,The Irishman,622000
http://www.wikidata.org/entity/Q510864,tt0480669,Timecrimes,564474
http://www.wikidata.org/entity/Q6465315,tt0290867,La Spagnola,477197
http://www.wikidata.org/entity/Q2943754,tt0178022,Siam Sunset,673319
http://www.wikidata.org/entity/Q51880327,tt7115920,"Lots of Kids, a Monkey and a Castle",504533.18
http://www.wikidata.org/entity/Q6037216,tt0084383,National III,552590.77
http://www.wikidata.org/entity/Q919716,tt0093969,Siesta,604491
http://www.wikidata.org/entity/Q1059733,tt1843287,Like Someone in Love,562878
http://www.wikidata.org/entity/Q483761,tt1216496,Mother,551509
http://www.wikidata.org/entity/Q4749060,tt0118614,Amy,599724
http://www.wikidata.org/entity/Q5832045,tt1760958,En fuera de juego,420332
http://www.wikidata.org/entity/Q105296607,tt9141588,Mediterraneo: The Law of the Sea,500000
http://www.wikidata.org/entity/Q19806501,tt3756788,Our Little Sister,467555
http://www.wikidata.org/entity/Q28665935,tt2231457,The Queen of Spades,502105
http://www.wikidata.org/entity/Q30879658,tt8918042,Dnyukha!,460987
http://www.wikidata.org/entity/Q16218292,tt0483741,Never on Sunday,513004
http://www.wikidata.org/entity/Q1233890,tt0022827,Doctor X,594000
http://www.wikidata.org/entity/Q4887177,tt0295876,Beneath Clouds,548416
http://www.wikidata.org/entity/Q77013,tt0091630,Night of the Creeps,591366
http://www.wikidata.org/entity/Q28667908,tt5487524,Guardians of the Night – The Vampire War,501006
http://www.wikidata.org/entity/Q66578436,tt0052679,La casa del terror,475231
http://www.wikidata.org/entity/Q4348539,tt0273982,Poolhall Junkies,563711
http://www.wikidata.org/entity/Q3522880,tt0024620,The Stranger's Return,630000
http://www.wikidata.org/entity/Q7382032,tt0215139,Russian Doll,464065
http://www.wikidata.org/entity/Q100889636,tt12477480,Decision to Leave,458020
http://www.wikidata.org/entity/Q7336223,tt0217007,Risk,460760
http://www.wikidata.org/entity/Q151884,tt0410764,Tideland,566611
http://www.wikidata.org/entity/Q7446914,tt0328175,Seis días en la oscuridad,452391
http://www.wikidata.org/entity/Q4824629,tt0285006,Australian Rules,567333
http://www.wikidata.org/entity/Q5771174,tt0312573,Q5771174,640980.85
http://www.wikidata.org/entity/Q6900738,tt0084350,Monkey Grip,451000
http://www.wikidata.org/entity/Q39070849,tt6483364,Teen Spirit,441366
http://www.wikidata.org/entity/Q1961374,tt0093406,Les Patterson Saves the World,626000
http://www.wikidata.org/entity/Q7742367,tt0120714,The Interview,556263
http://www.wikidata.org/entity/Q113407742,tt15575470,Project Wolf Hunting,515946
http://www.wikidata.org/entity/Q5466613,tt0477647,Footy Legends,557331
http://www.wikidata.org/entity/Q5441780,tt0079144,Felicity,532000
http://www.wikidata.org/entity/Q4315477,tt1722450,Inadequate people,621262
http://www.wikidata.org/entity/Q94033,tt0351817,The Twilight Samurai,559765
http://www.wikidata.org/entity/Q7553895,tt0180181,Soft Fruit,596704
http://www.wikidata.org/entity/Q766263,tt0109424,Chungking Express,600200
http://www.wikidata.org/entity/Q17052523,tt0079475,The Little Convict,495000
http://www.wikidata.org/entity/Q1115508,tt0263265,Shortcut to Happiness,605000
http://www.wikidata.org/entity/Q1740171,tt0089603,Mishima: A Life in Four Chapters,569996
http://www.wikidata.org/entity/Q3490025,tt0014991,His Hour,595000
http://www.wikidata.org/entity/Q83730,tt0465436,December Boys,633606
http://www.wikidata.org/entity/Q3082474,tt1605717,Frank,645186
http://www.wikidata.org/entity/Q2196619,tt0847880,Cargo 200,570000
http://www.wikidata.org/entity/Q7885658,tt0023642,Union Depot,488000
http://www.wikidata.org/entity/Q5822584,tt2378171,El Mundo es Nuestro,507500
http://www.wikidata.org/entity/Q113445202,tt21374850,All the Beauty and the Bloodshed,431600
http://www.wikidata.org/entity/Q7720358,tt0164480,The Brothers,556266
http://www.wikidata.org/entity/Q56529453,tt7738450,Thunder Road,458064
http://www.wikidata.org/entity/Q474414,tt0432289,First Snow,573864
http://www.wikidata.org/entity/Q514565,tt0115734,Bottle Rocket,560069
http://www.wikidata.org/entity/Q1190863,tt0209189,Not One Less,592586
http://www.wikidata.org/entity/Q1571786,tt0095583,Maniac Cop,671382
http://www.wikidata.org/entity/Q21057381,tt4341864,The Memory of Water,440254
http://www.wikidata.org/entity/Q31197795,tt6332276,What We Left Behind,434437
http://www.wikidata.org/entity/Q19609890,tt3721072,The Beach of the Drowned,476667.2
http://www.wikidata.org/entity/Q32424,tt0104812,Map of the Human Heart,539000
http://www.wikidata.org/entity/Q1196527,tt0103003,Suburban Commando,8000000
http://www.wikidata.org/entity/Q1002480,tt0094293,Wanted: Dead or Alive,7555000
http://www.wikidata.org/entity/Q99481375,tt9839038,Jim Button and the Wild 13,6880898
http://www.wikidata.org/entity/Q99481375,tt9839038,Jim Button and the Wild 13,6942154
http://www.wikidata.org/entity/Q1199406,tt0075213,The Shootist,8091910
http://www.wikidata.org/entity/Q6390950,tt0822389,Kenny,7778177
http://www.wikidata.org/entity/Q485462,tt0456912,A Bittersweet Life,7600000
http://www.wikidata.org/entity/Q28213068,tt5084170,Blade of the Immortal,6837234
http://www.wikidata.org/entity/Q749899,tt0343121,Tupac: Resurrection,7808524
http://www.wikidata.org/entity/Q3352751,tt1714915,Only Lovers Left Alive,7600000
http://www.wikidata.org/entity/Q28213068,tt5084170,Blade of the Immortal,7162617
http://www.wikidata.org/entity/Q1140744,tt0231402,Crocodile Dundee in Los Angeles,7759103
http://www.wikidata.org/entity/Q717653,tt1192431,Black Hunters,8228500
http://www.wikidata.org/entity/Q4955742,tt0116768,Brain Candy,8000000
http://www.wikidata.org/entity/Q55439830,tt2283336,Men in Black: International,6668257
http://www.wikidata.org/entity/Q202548,tt0052357,Vertigo,7705225
http://www.wikidata.org/entity/Q1068328,tt0020960,Hell's Angels,8000000
http://www.wikidata.org/entity/Q202548,tt0052357,Vertigo,7797728
http://www.wikidata.org/entity/Q284362,tt0045891,How to Marry a Millionaire,8000000
http://www.wikidata.org/entity/Q3235423,tt0329584,Feelings,8200000
http://www.wikidata.org/entity/Q1444756,tt0050280,The Curse of Frankenstein,8000000
http://www.wikidata.org/entity/Q7918377,tt2404738,Witching & Bitching,8136011
http://www.wikidata.org/entity/Q1709419,tt0082945,Prince of the City,8124257
http://www.wikidata.org/entity/Q491985,tt0331088,YMCA Baseball Team,8271113
http://www.wikidata.org/entity/Q521387,tt0056218,The Manchurian Candidate,7716923
http://www.wikidata.org/entity/Q690892,tt0120595,Babe: Pig in the City,7771751
http://www.wikidata.org/entity/Q1182423,tt0097179,DeepStar Six,8143225
http://www.wikidata.org/entity/Q1275068,tt0088194,Streets of Fire,8089290
http://www.wikidata.org/entity/Q212129,tt0044081,A Streetcar Named Desire,8000000
http://www.wikidata.org/entity/Q111737259,tt14860210,Father & Soldier,6828768
http://www.wikidata.org/entity/Q28974564,tt4951982,Kursk,6821775
http://www.wikidata.org/entity/Q426482,tt0041257,Come to the Stable,8000000
http://www.wikidata.org/entity/Q246391,tt1649444,Rec 3: Genesis,8260844.12
http://www.wikidata.org/entity/Q340911,tt0076636,Rollercoaster,8200000
http://www.wikidata.org/entity/Q3561683,tt0063787,Vixen!,8000000
http://www.wikidata.org/entity/Q56651741,tt8969332,The Biggest Little Farm,7189064
http://www.wikidata.org/entity/Q114087590,tt11703244,The Blackening,7000000
http://www.wikidata.org/entity/Q834367,tt0217629,Looking for Alibrandi,8280335
http://www.wikidata.org/entity/Q1199755,tt0070959,State of Siege,8000000
http://www.wikidata.org/entity/Q18753643,tt4230876,8 New Dates,7456577
http://www.wikidata.org/entity/Q19365645,tt4370784,Agnus Dei,7400301
http://www.wikidata.org/entity/Q488376,tt0052561,Anatomy of a Murder,8000000
http://www.wikidata.org/entity/Q65619897,tt9363208,The Guest,7507774
http://www.wikidata.org/entity/Q244931,tt0780536,In Bruges,7800824
http://www.wikidata.org/entity/Q647870,tt0072856,Death Race 2000,8000000
http://www.wikidata.org/entity/Q115210,tt0081182,Death Watch,7600000
http://www.wikidata.org/entity/Q12084474,tt0081400,Raise the Titanic,7000000
http://www.wikidata.org/entity/Q1542184,tt0034587,Cat People,8000000
http://www.wikidata.org/entity/Q20076102,tt5714320,Let's dance!,7021604
http://www.wikidata.org/entity/Q108555187,tt19722066,Q108555187,7351738
http://www.wikidata.org/entity/Q1751461,tt0023694,White Zombie,8000000
http://www.wikidata.org/entity/Q1216682,tt0055895,Days of Wine and Roses,8123077
http://www.wikidata.org/entity/Q220741,tt0317248,City of God,7564459
http://www.wikidata.org/entity/Q105710372,tt13655120,I.S.S.,6700000
http://www.wikidata.org/entity/Q63160297,tt5117428,Wild Rose,7100000
http://www.wikidata.org/entity/Q4956299,tt1148165,Bran Nue Dae,7575178
http://www.wikidata.org/entity/Q661202,tt0097108,"The Cook, the Thief, His Wife and Her Lover",7724701
http://www.wikidata.org/entity/Q1002251,tt0470705,Bug,8100000
http://www.wikidata.org/entity/Q1137213,tt0089941,Runaway Train,7683620
http://www.wikidata.org/entity/Q18811634,tt0490215,Silence,7100177
http://www.wikidata.org/entity/Q83726435,tt4761112,The Mauritanian,7527030
http://www.wikidata.org/entity/Q4096414,tt1765729,Brigada: Naslednik,7852528
http://www.wikidata.org/entity/Q967489,tt0489664,Butterfly on a Wheel,7650000
http://www.wikidata.org/entity/Q1142799,tt0252444,Rabbit-Proof Fence,7561689
http://www.wikidata.org/entity/Q1423362,tt0067411,McCabe & Mrs. Miller,8200000
http://www.wikidata.org/entity/Q1143339,tt0041841,Sands of Iwo Jima,7800000
http://www.wikidata.org/entity/Q470759,tt0373074,Kung Fu Hustle,8100201
http://www.wikidata.org/entity/Q2369836,tt0415678,Shadowboxing,8262833
http://www.wikidata.org/entity/Q56175377,tt8866460,Osomatsusan the Movie,7297522
http://www.wikidata.org/entity/Q1199715,tt0078350,The Swarm,7600000
http://www.wikidata.org/entity/Q244296,tt0448011,Knowing,7588162
http://www.wikidata.org/entity/Q1143339,tt0041841,Sands of Iwo Jima,7803339
http://www.wikidata.org/entity/Q66112160,tt10384744,Heroic Losers,7171913
http://www.wikidata.org/entity/Q584509,tt0044837,Limelight,8000000
http://www.wikidata.org/entity/Q204191,tt0038650,It's a Wonderful Life,8224626
http://www.wikidata.org/entity/Q2413683,tt1467391,Spanish Movie,7626384.09
http://www.wikidata.org/entity/Q1215931,tt0047885,Blackboard Jungle,8144000
http://www.wikidata.org/entity/Q2322427,tt0072253,The Tamarind Seed,8000000
http://www.wikidata.org/entity/Q23899238,tt5078204,Demain tout commence,7500000
http://www.wikidata.org/entity/Q85790963,tt1879016,Operation Mincemeat,6936873
http://www.wikidata.org/entity/Q550529,tt0114558,Strange Days,7959291
http://www.wikidata.org/entity/Q1753804,tt0089346,Into the Night,7562164
http://www.wikidata.org/entity/Q16482278,tt2011183,Pastorela,7440000
http://www.wikidata.org/entity/Q1130084,tt0054997,The Hustler,7600000
http://www.wikidata.org/entity/Q738052,tt0898367,The Road,8117000
http://www.wikidata.org/entity/Q2603569,tt1728245,Rzhevsky versus Napoleon,7805333
http://www.wikidata.org/entity/Q766263,tt0109424,Chungking Express,7600000
http://www.wikidata.org/entity/Q2909183,tt2209418,Before Midnight,8114627
http://www.wikidata.org/entity/Q17036671,tt3416742,What We Do in the Shadows,7253160
http://www.wikidata.org/entity/Q3072241,tt1450321,Filth,8334411
http://www.wikidata.org/entity/Q589953,tt1276419,A Royal Affair,7594693
http://www.wikidata.org/entity/Q470560,tt0045061,The Quiet Man,7600000
http://www.wikidata.org/entity/Q108314793,tt6906292,Retribution,6937696
http://www.wikidata.org/entity/Q25395940,tt5029608,Frantz,7478354
http://www.wikidata.org/entity/Q102121662,tt13486236,Kakha,7500000
http://www.wikidata.org/entity/Q30611920,tt6083230,Little Forest,7500000
http://www.wikidata.org/entity/Q47470782,tt3892172,Leave No Trace,7200000
http://www.wikidata.org/entity/Q3264257,tt0087959,Love in a Fallen City,8134727
http://www.wikidata.org/entity/Q957844,tt0094761,The Blob,8247943
http://www.wikidata.org/entity/Q106513312,tt11827628,Memory,7329043
http://www.wikidata.org/entity/Q48765577,tt8075192,Shoplifters,67999335
http://www.wikidata.org/entity/Q744500,tt0120184,Sphere,73400000
http://www.wikidata.org/entity/Q15059358,tt1742044,Jersey Boys,67669013
http://www.wikidata.org/entity/Q22998395,tt1477834,Aquaman,67873522
http://www.wikidata.org/entity/Q3019722,tt1911644,The Call,68572378
http://www.wikidata.org/entity/Q789374,tt0113326,Rumble in the Bronx,76000000
http://www.wikidata.org/entity/Q571183,tt0120780,Out of Sight,77745568
http://www.wikidata.org/entity/Q470073,tt0467200,The Other Boleyn Girl,77000000
http://www.wikidata.org/entity/Q1141519,tt0454841,The Hills Have Eyes,70000000
http://www.wikidata.org/entity/Q335160,tt0208092,Snatch,83557872
http://www.wikidata.org/entity/Q935105,tt0265666,The Royal Tenenbaums,71444482
http://www.wikidata.org/entity/Q3061599,tt2193215,The Counselor,71000000
http://www.wikidata.org/entity/Q732960,tt0780504,Drive,78714970
http://www.wikidata.org/entity/Q64151,tt0139134,Cruel Intentions,75902208
http://www.wikidata.org/entity/Q527380,tt0307987,Bad Santa,76488889
http://www.wikidata.org/entity/Q369492,tt0286499,Bend It Like Beckham,76600000
http://www.wikidata.org/entity/Q244315,tt0469494,There Will Be Blood,76182388
http://www.wikidata.org/entity/Q8909461,tt0424430,Crying Out Love in the Center of the World,74849073
http://www.wikidata.org/entity/Q557488,tt0327850,The Rundown,80916492
http://www.wikidata.org/entity/Q759359,tt0082136,The Cannonball Run,72179579
http://www.wikidata.org/entity/Q501995,tt0101540,Cape Fear,79091969
