Dimension 1,Dimension 2
-4.8884573,-16.027035
6.5948024,6.128568
4.6141195,-93.204796
52.582077,48.723053
-6.13992,-17.687601
36.425514,-58.06598
-82.17553,18.348406
12.169942,35.974144
25.07688,-12.845489
42.45197,47.633766
20.875832,35.509727
85.207794,-24.941654
-25.672262,-1.5974969
5.874467,63.294876
35.691467,55.70688
-63.60805,-32.78821
9.489024,49.297173
-45.950382,67.387505
-34.46303,-7.669025
71.45341,47.020134
-27.362383,52.298775
-11.509047,-78.65731
20.019741,-41.661434
-65.3804,-43.36686
62.42162,25.743778
-26.456797,-52.30294
-48.521698,21.859056
26.562914,-0.88441443
-47.444057,27.76035
25.887077,34.21858
-64.128105,-46.00266
-39.78369,21.183502
12.517962,37.416744
18.548967,62.543003
35.061527,56.567127
37.894035,-28.518984
-97.31579,2.356172
13.271775,-87.900505
-77.12054,-38.684914
37.734547,-28.660511
-3.7091434,-11.403062
-37.46177,14.371197
-1.8970569,-54.875767
-33.41765,-13.91116
-25.27107,-1.3431841
49.000835,-9.672996
56.70074,23.926645
-25.257502,-1.2240773
-33.580505,-51.191315
83.22544,-18.990728
72.025444,-41.055943
-34.53649,20.546225
95.29177,11.879819
51.20734,65.78925
66.179214,16.585209
52.06153,17.13218
44.467007,20.94898
-19.296974,-79.750984
47.050625,24.610664
60.10801,24.265448
-34.57257,-7.081297
-24.917637,82.07118
-9.274929,5.3031626
43.920216,-23.811646
-13.031263,-31.732143
14.361525,23.751791
32.03658,78.79038
-3.5122051,78.97755
35.809914,-28.150335
67.58123,-1.91577
81.95817,-38.579056
-11.989325,0.34059426
12.432258,-18.0454
57.165504,-49.356274
30.461777,86.5798
16.697147,1.196002
-37.06891,-73.427986
76.804474,-17.364733
53.073063,-7.5030475
-67.74248,37.62955
-57.858765,-35.69332
-37.338432,17.857979
8.668352,9.34371
-6.4657745,93.28386
-6.313996,-18.614393
58.945175,-6.2817836
12.286999,78.47498
23.300453,41.015903
21.45691,-50.85859
-31.540615,-59.65109
1.7233447,-42.846092
-36.964264,-49.94961
-29.68378,81.564514
-58.82368,16.351143
-9.206846,41.17406
34.187912,-53.020256
-58.65038,15.011963
21.874132,29.246706
-81.92251,20.938148
51.400864,66.0313
57.08166,-4.6808605
4.0756235,64.44034
-9.05166,34.947475
4.5406117,-6.1551323
2.190559,28.168493
-11.045952,-29.588886
52.44261,64.985405
5.788318,-98.5594
83.07244,-30.287739
-39.038124,17.875244
21.5928,51.756042
53.717308,-15.112482
24.12074,43.348866
29.253729,38.186348
-51.33556,-11.444023
-18.096167,-83.235535
58.517323,-50.4015
20.188583,-41.53663
-65.34512,-43.065517
47.993763,-21.080566
0.03988723,2.4713311
-52.104122,-10.217754
-8.688176,68.391365
-25.770021,-61.832577
-15.418047,21.923838
-54.522873,21.690517
0.8607713,-16.91352
-31.377487,-51.0642
14.139014,23.57277
-9.593649,37.578636
-39.62851,22.12615
-19.527603,27.78967
-42.542553,-0.20370948
-76.26681,-9.640757
-47.720993,23.210138
51.8821,47.078465
-42.729465,-46.277637
-78.12383,19.360132
-16.045023,-27.268244
-20.261698,-83.30373
-83.46884,-25.463438
-0.58821976,-56.38316
-78.92156,-11.19367
-45.917007,65.90035
-36.867874,-73.24777
4.9519143,-32.688725
77.68954,-29.833761
-2.9478307,-53.982445
-13.338724,-74.3674
29.731627,84.54581
69.319626,4.1814413
-17.868353,25.666655
70.546196,-41.1717
20.476189,-0.4275408
13.741257,-89.13636
19.16936,38.361248
-42.102764,-0.81036013
-10.145505,-78.88662
12.660532,37.549793
42.104797,-3.7312212
-55.39983,16.463688
-11.559371,13.869335
-75.677246,-10.589338
27.351254,-36.648926
51.033096,5.727822
76.94227,-27.563099
21.807465,29.400118
-51.716957,-40.98182
-42.133186,25.437647
-14.169286,-77.70152
-34.77735,37.414356
-25.178137,-26.4103
-65.49576,-36.174572
-55.619865,16.776552
-46.93447,-30.979385
-20.252724,-10.932849
-40.18457,2.4666474
-35.247078,-22.915333
6.819289,-95.99917
51.54089,27.625843
25.547089,4.9408255
-12.900497,-82.96495
-12.592476,-1.8585931
-22.484308,-54.352417
-70.64555,-38.506805
11.081119,-20.787754
-3.8904824,-19.72945
19.699959,-42.810936
-53.543674,20.339226
50.697697,66.20913
27.22247,-61.511017
-33.02221,-53.129364
6.6083074,-96.51642
14.6191025,82.109116
-9.155752,35.39812
71.66125,-41.40696
43.155003,38.669113
6.005545,62.234035
-17.91443,-83.359795
60.786903,-7.0995784
33.70075,1.1889883
-65.14238,-31.917418
62.80951,-45.14865
-18.353998,-14.324948
55.410027,-2.9484336
81.60273,-30.765253
30.132137,84.70979
-25.181993,-26.481657
7.2002454,-96.92538
5.0687356,-97.65924
31.325628,86.174515
58.36826,-3.3227956
-62.408127,-56.23894
72.089325,-40.87516
67.756615,46.432842
3.4258657,97.371025
2.619436,-94.91097
-33.02966,-62.314697
-41.34563,-1.1734579
23.100243,42.953377
-62.17494,-34.045883
-45.6044,9.925362
29.594019,-13.887688
-76.98976,-38.593967
-71.50161,-39.94092
-14.266597,-13.893768
-37.747288,24.777658
80.99966,22.473667
-11.151741,-26.967726
-37.850395,5.9994664
-16.14681,-74.86083
71.94879,-41.255444
-32.91537,-62.86942
3.0176616,-94.85972
-11.588968,0.2728614
41.369568,-31.16287
48.250984,28.500134
81.105995,-30.38286
-13.188937,2.7144928
2.7544065,28.535858
-3.531522,-19.591944
-68.84223,-44.84907
35.57725,28.980387
-16.695484,-81.31139
-45.89613,63.37643
57.742416,-5.900125
-0.17661627,-55.899498
-10.145253,-79.004715
-10.407152,12.408497
-61.76418,17.32361
4.405888,59.85891
-10.316757,-8.346929
29.121296,-15.774858
26.643526,-0.55540913
35.759274,55.746555
30.3088,84.67118
-44.309803,19.154325
12.177277,-85.57826
52.861248,8.858172
-26.93927,-11.139093
18.225765,62.96099
50.349728,65.01514
4.986065,-33.07873
-48.750225,64.22048
1.4023194,23.101154
-53.133987,-18.176708
8.515973,-96.559006
67.39331,46.409702
-70.38697,-25.433918
-21.23664,5.134747
28.732103,-36.5539
-40.97868,24.658869
-76.98274,-38.22536
28.388876,82.839714
-34.76855,-7.174864
10.950606,-90.15109
21.16577,-51.16337
9.760437,54.352577
-20.851648,-82.57232
53.06851,-7.53192
75.217384,-26.376629
-84.36682,-25.252337
-79.8816,-10.819271
21.155281,37.307514
50.892437,49.582596
-99.09708,0.4367251
71.22753,48.74337
-52.30963,18.094595
50.17672,70.7764
-1.8102553,-9.950292
29.643524,-16.42787
-35.497288,-31.015024
-68.746956,-26.380863
48.22726,69.44865
66.16573,16.803219
-31.77619,-33.161777
56.619453,-50.50272
40.510643,46.10813
-7.4095407,-55.045044
-33.97183,12.390168
-57.81762,-35.751907
94.49501,12.0654
-48.814564,59.873688
-39.995815,60.474094
-67.60922,-36.148212
54.3842,18.027115
55.78365,-4.1737804
29.030336,-66.98329
-90.35706,3.8259788
19.360067,-42.719704
-13.821101,91.38885
56.333073,-45.745605
91.516014,11.085578
46.710457,38.617466
60.066685,24.22657
59.063114,-6.8354635
-32.692394,38.418858
31.385794,14.768061
-15.931228,-83.959015
-24.46344,9.354431
-20.285976,-81.7385
-73.51624,-14.389856
-11.432119,0.3339513
-8.659787,-26.307154
41.094646,61.140068
25.497677,68.54468
-101.59431,0.15994847
27.062506,-62.71359
-66.90813,35.060608
62.437717,25.764868
-68.83775,-26.293678
1.4607359,23.06057
-47.56315,61.57945
-24.884289,-42.976032
47.49067,28.067734
41.307697,47.13574
52.4551,64.505005
-23.858212,82.16557
92.25629,11.283131
62.83888,-45.1625
-29.689194,81.58391
36.37548,-31.603518
41.430264,38.599464
33.1567,78.29024
-37.082962,-58.170696
-19.280706,-7.647753
50.343773,-27.728828
41.70738,-8.944608
-2.2084813,15.406238
62.639355,25.710575
-22.94519,-3.6259482
-84.485374,-24.907053
11.983816,35.694874
-14.895002,28.428675
-18.597115,25.392216
-29.80063,-8.651672
-36.507214,-71.988205
-69.13217,-26.329716
-100.60553,0.67504054
55.505512,-2.7839901
4.9982386,-5.609586
-47.465355,66.03588
26.614424,-35.07916
5.0134783,-6.0635285
3.7233248,27.76418
13.888614,-5.058154
-55.79165,-50.97441
78.72077,-29.472382
27.285402,-66.0682
-46.16739,47.541233
-35.563828,18.155699
71.728645,-41.445404
21.003517,35.766853
5.4198403,-45.06475
28.22639,-64.64976
-19.66511,-7.6847034
12.820226,-86.22295
54.377422,18.029808
67.30855,47.055
76.682945,-29.585764
62.05502,-1.6718705
-32.36734,-51.85556
-69.90535,-32.109814
-11.663614,41.502983
51.21056,66.550385
-48.054604,-28.541988
-31.065323,72.08391
0.35314384,2.3368194
-84.43803,-24.825996
-39.889717,-54.027817
-23.028193,-3.5946338
-25.283524,-22.700174
51.486275,-6.341829
4.329321,60.7015
39.08231,-53.381664
73.07093,1.779415
0.9057211,3.1689389
27.604773,5.7486377
44.972076,-31.606606
-17.715347,12.51531
-31.356276,-33.16629
-70.36876,36.930252
-47.52716,57.90967
57.76622,-47.381954
75.301,-26.353237
-43.732483,21.948092
10.993945,-38.472286
33.49434,55.019905
-6.393886,-12.434303
49.01898,-27.163603
-9.071119,34.23808
-78.564186,-11.515839
25.089407,-14.28168
34.514153,-76.13292
38.656532,5.369166
-70.709175,-9.278855
18.475155,-28.946756
5.3234262,-95.138954
-2.879669,-56.512054
28.993643,84.62993
-10.976591,-29.572521
28.381723,82.738525
89.51081,-19.911533
44.296524,-3.9205947
-9.588823,95.51635
18.668167,62.523087
9.740222,54.34717
-41.385513,-1.2540839
35.608147,29.522812
21.064184,36.074734
4.7321615,-45.38679
-65.20433,2.7220447
-67.50247,-36.754578
-11.010153,39.394516
-33.260273,-47.152367
-16.134117,-17.020771
-17.852907,-18.439556
-50.10964,-68.56893
-15.389982,-0.28681466
7.7914724,-96.70626
-33.77457,-38.012424
-77.52877,-11.583425
-26.962927,-11.252943
11.63369,48.889988
0.36941603,13.560956
-78.53706,17.93919
50.990875,37.37106
80.07614,21.88581
26.97254,-11.46271
-3.6837883,78.54473
-34.799053,36.237328
7.1605186,-7.563874
22.753052,35.023125
3.8380704,64.892746
-35.649506,16.094734
-49.60496,-8.8048725
51.831512,65.673
25.484457,68.565544
78.13584,-29.878643
-27.226353,-15.762789
-40.587296,-19.756582
53.45686,8.711378
-4.512777,-48.353786
8.870964,44.65091
-8.90967,15.410242
54.827465,-44.319458
-29.032022,-56.176193
-36.716095,20.545462
38.068035,-15.744243
-46.07013,-13.682363
-15.510474,-80.57168
49.990368,-27.283527
-9.291917,-29.223406
-29.958038,-53.302406
-31.29639,-33.415043
13.546612,81.82286
-41.25264,60.61819
14.61112,77.988464
24.511545,-13.221894
-36.909878,16.041243
-96.4884,1.1738681
-30.517994,-50.891262
-34.81557,36.196358
-65.22598,-43.187866
-40.15074,22.279947
-18.084599,25.232723
-23.845428,8.096514
-47.252686,-58.161263
21.339352,52.057068
-10.818717,-26.641392
-26.960512,-11.108513
-28.138773,-30.22947
-43.50911,-46.43257
-32.503414,11.421026
-14.1173725,-76.269554
-52.46239,8.358246
27.266226,-56.17471
25.649317,-14.207917
72.067894,-41.08241
-22.249374,82.731606
-46.43554,44.615242
19.485407,-43.470913
-2.6977804,49.114525
-15.910069,9.2471
3.12591,-93.70594
-81.69186,19.837013
8.68579,9.327576
15.446908,49.745747
-19.21056,-83.28477
-1.4134631,15.981798
-73.04515,-34.14454
31.010122,71.030525
-15.385077,-77.889366
-43.916943,48.51555
1.0376284,40.84974
-45.618557,54.885426
-42.99412,-46.368393
-37.760674,16.094433
-47.273148,-58.884377
29.305561,15.639146
52.9123,-47.300354
79.81385,25.376373
35.741116,55.69527
66.04406,46.541386
84.92967,-25.002409
8.602688,20.352453
-13.078842,-81.59953
4.2828712,24.611683
10.470832,-21.82714
34.890167,56.78674
-11.69498,41.475487
-62.330643,-42.151733
-20.305737,40.92784
8.536522,54.2708
-46.055138,-13.570397
-51.706783,-40.93291
-57.752876,-42.47945
35.691425,68.62096
29.923218,84.9705
53.09925,8.723007
10.200785,-21.623898
89.252144,-19.906609
-34.77739,-6.2994075
15.253757,49.942028
-80.933334,20.697748
-68.985405,37.195103
-15.575468,55.25454
22.038446,51.07365
-30.474512,-56.680065
22.03645,28.878977
-25.163921,-1.5217496
12.592817,10.08898
42.134007,-3.7893364
5.319036,41.567814
-100.78463,0.5194862
5.397925,-97.3255
-19.45351,27.3968
34.204815,-56.988785
-80.40883,-10.936818
-9.075071,-27.124763
52.890835,-47.270412
40.76911,-24.706772
21.432703,51.971107
-33.989403,-60.942844
-64.29493,34.224976
-63.804764,-33.985012
-31.499737,-53.937996
-37.933308,5.888576
91.64855,11.166172
43.93553,-23.816332
-35.743988,16.060173
-13.223349,-78.107735
-25.83958,15.215495
3.0553737,-94.716225
60.049206,1.0916834
49.820057,-27.101027
-34.578423,20.618097
-30.391968,0.13361187
11.087431,-18.89798
14.751558,80.18644
-59.336273,15.374777
10.110306,-21.783888
-34.00667,12.464117
-57.84166,17.093513
-14.439122,67.7022
15.918538,16.298582
10.640514,-21.369507
-12.719168,-78.92199
-4.250706,-11.223043
3.7214923,31.877903
-19.977287,40.886734
-33.25858,-7.2689543
80.87703,-28.721548
82.09725,-20.537878
-46.922806,63.450897
-34.325565,-3.8171997
59.479538,34.095654
-19.525734,41.47374
29.423203,84.48906
-41.32295,-30.088432
15.045817,81.96765
-29.128618,-56.94583
-46.923435,18.719528
-65.75256,0.6907295
-35.803097,16.332956
52.52212,66.785995
26.57799,-22.086832
-14.003368,91.596886
12.855901,20.271748
8.60914,20.374222
-18.95337,12.150564
14.290087,15.064884
-1.6541411,16.101267
-42.038612,-64.744095
-19.193686,24.92111
20.347599,42.983852
-7.684987,-27.722036
-50.88655,21.925919
-13.436757,-79.00196
-31.988392,-32.957565
-51.71295,-40.98017
-70.60685,-27.553732
79.835884,21.809036
-34.78027,36.36036
59.67485,2.2461922
5.100446,42.77687
-7.1669116,26.180058
-31.546898,3.8149583
-26.906488,52.72964
-49.1706,24.749651
85.2702,-25.28533
2.9101486,25.417822
50.984337,37.330498
-96.37214,3.3754828
-8.9217615,35.392887
56.667164,23.757393
-63.63763,-32.376507
24.498814,52.899677
-40.49949,22.353996
-45.24222,0.37703246
50.424026,14.852893
-2.8808446,-10.855054
34.222324,-6.966572
-35.126293,-9.657404
-14.416935,67.71891
34.45228,79.40612
-22.539963,-54.04064
47.094963,25.348566
-5.349941,-13.708117
50.35781,-27.16687
-7.238349,26.014296
-67.27318,33.30412
4.1630673,27.829304
-73.52358,-14.390655
15.4447365,49.746986
-65.670555,35.90668
-48.260635,28.208332
-25.251732,-1.3986464
-48.014164,21.753075
5.1001105,15.700382
56.944546,-0.93157804
-46.60656,-14.616722
36.642056,22.032198
52.90541,-69.08338
14.552943,22.638344
-1.1217173,-54.34213
2.5924375,-94.49663
-95.8321,2.462254
-75.934265,-11.4887295
-17.152164,25.488754
24.30906,52.532337
-35.01062,39.273335
-100.891884,0.69325393
52.604183,49.549088
52.490288,49.73232
41.64491,60.843605
-25.224197,-1.4241866
-70.72012,-9.234759
-38.475002,4.265101
14.321049,-5.494531
29.10184,37.914703
30.668985,-66.0662
58.726673,-0.13909756
14.754472,-4.373116
-15.87345,-27.319643
11.979724,-37.737373
34.924614,-55.245583
57.84162,-41.558697
-79.55802,-8.51682
-42.41266,23.81252
15.245436,49.97156
2.0134022,27.14614
-10.115538,35.2394
78.38562,-29.377012
24.73439,29.385649
0.12677036,-51.92901
-34.420322,-2.529368
-2.2926598,15.410499
-46.654537,-14.656836
-7.2144623,26.128498
13.979948,-88.654785
-10.395623,61.7166
9.390971,49.445606
-11.72292,14.050504
31.502554,42.11036
0.3961749,-54.112514
-26.278471,-62.242233
-18.720274,62.600334
47.369263,27.97974
-45.458687,45.273613
-12.947794,-78.67811
-79.61282,-11.455126
11.13612,5.9601126
-26.372204,-62.311687
-42.768867,-46.297276
-32.39482,-29.799109
10.413979,4.7762537
41.43082,47.022346
-6.076019,-11.413002
-9.509212,40.91063
-57.946777,-35.543373
24.702005,29.380156
80.920555,-24.572506
-0.028461225,13.691031
-7.875954,76.40708
-18.13695,12.4614935
31.79774,42.21213
56.547943,-50.929794
-40.050156,-54.547962
48.057087,15.0412855
39.59426,7.457754
-48.825577,4.682241
-2.1270957,15.52504
-33.145107,-13.235951
-34.907948,-6.5106215
33.87446,-52.70874
-0.24927226,41.89667
33.096886,13.799208
17.149979,28.203526
3.0720835,25.56869
-69.19275,-26.238062
-68.14622,-36.550514
56.87936,-47.006615
-52.568195,-5.557122
-41.95174,-64.791794
31.790173,42.15394
16.437687,61.097485
8.898565,-94.50788
-78.96653,-11.297386
-52.240326,8.663326
7.1677327,29.685408
67.97215,20.019588
-35.25849,-22.810743
-19.054045,-78.058754
-14.566345,-27.468761
-34.39309,-52.849937
-70.1524,-38.40954
30.020653,-35.962845
-38.38616,5.025674
0.4731443,13.579445
-55.48736,10.52115
9.388923,49.27249
-35.83862,16.092089
48.369587,0.35696605
-20.306824,40.97184
33.18586,78.76902
30.747025,42.694473
50.116646,14.936092
-45.391705,46.564713
40.478447,45.972607
-64.72321,-46.571857
-10.418072,-79.49668
-7.258812,-54.43726
-21.617666,-7.7151074
1.0702049,3.1195788
-5.2160854,-52.976067
23.049301,51.09491
23.548183,53.28188
38.02418,-28.605927
-10.386698,35.279106
12.212245,36.09727
15.086842,78.74156
-2.7184982,49.08961
-18.572275,-75.40405
7.186364,29.637373
0.57935274,-45.996227
-55.449543,19.935278
31.788654,42.150105
-50.893112,-12.242433
-66.25141,-40.413193
2.3471735,-97.642555
18.650927,63.004826
-31.3676,-33.249916
-14.664573,-45.52653
-44.651207,69.08683
-26.001324,-17.843193
-14.432829,-31.123825
-101.02359,0.14371607
27.401028,83.25377
15.057822,3.2691104
31.421926,-13.123286
7.123578,-86.07577
34.155582,-63.827103
12.771567,-3.0194292
52.199875,-29.856985
-51.73443,-10.397367
-70.1398,-38.69353
-20.551632,-10.713126
22.702682,51.987896
-62.76516,-33.66366
14.666468,49.86662
-2.941238,-11.265643
34.779076,29.531847
39.21013,0.04983115
49.897377,-28.196072
-48.934757,-28.71503
-31.211359,3.4955277
-3.5259583,-21.932388
81.87092,-38.44299
22.141449,51.273792
38.0678,-14.616115
-89.735664,3.2995048
-36.086285,15.681123
58.85224,34.663345
31.788862,42.175396
-3.8771174,-16.255026
-7.3129034,-60.25092
25.94242,4.996688
62.838184,-6.852713
39.071434,-53.36633
-68.138,-41.2188
45.271248,42.048275
-49.42857,8.501787
-62.19069,-27.793066
47.936996,-9.846032
40.52961,40.282856
40.04724,45.623375
34.858135,56.875885
-22.827732,33.142563
-1.0287622,-4.0016756
27.319635,-56.10195
-36.49748,18.714407
13.163165,-86.541626
5.2897487,-44.752083
2.0518157,-95.18532
-6.0663357,-14.404023
12.989508,78.43576
-65.36885,-46.849648
-18.473547,24.730698
33.0469,-17.792665
11.676638,-17.783888
12.228801,-37.630245
12.002494,35.75356
49.158764,-30.54153
70.958626,46.260777
46.169937,41.02091
20.26843,-41.487747
50.938755,47.33365
14.223254,-67.657295
-8.425588,76.420074
-14.860378,28.33716
-73.44683,-14.348907
-75.35796,-8.086656
-5.828957,36.81719
-15.4398985,21.924706
-42.72242,-0.07141608
28.522236,60.99753
35.116196,56.510323
2.0115125,41.67692
-12.1724825,25.651554
31.711952,42.154907
21.231356,51.84977
11.207846,-21.241095
27.488129,20.695808
-48.835854,4.654565
13.309185,82.24383
27.371078,85.47572
9.402329,-92.98167
11.900809,-38.44031
-47.609024,18.149513
51.465942,49.86928
-23.09098,27.531683
-64.85523,-32.643898
-48.59844,-29.012903
-19.258383,24.811989
7.2001286,29.639154
18.232674,62.379906
26.365559,-1.3694218
-61.734257,-38.39091
20.953695,52.360836
-7.1432953,26.266958
-24.609203,62.4635
27.62545,20.765999
51.93318,67.426674
-24.102678,8.450451
59.417053,-48.485455
83.97691,-26.956827
15.205042,82.24763
-8.262664,-11.788243
-32.5216,11.434163
-12.02009,-18.764414
-20.117474,21.641844
12.791677,-3.7053034
-101.00955,-0.2645008
51.193165,67.57908
23.7609,51.59127
40.20742,45.575626
-19.610235,3.3870585
-15.851446,-75.760254
-14.643886,-45.204155
-84.58796,-25.49679
42.582493,61.138382
-8.877164,41.737686
47.23307,27.3204
22.626125,9.823444
-47.618805,-57.28655
-2.2720168,-12.046167
-28.852255,-33.034958
56.741898,-46.50489
-10.87126,61.3763
41.788647,47.871548
-29.852234,-35.71777
-7.455136,-53.795826
-15.02208,-30.774052
27.63098,20.767185
20.841,18.923456
-99.507835,1.614799
63.340942,-34.956024
42.98407,61.34822
15.177888,2.8779993
-5.6269956,37.79788
17.960115,-1.3775979
-1.7610532,5.2906914
28.277851,-67.11935
62.60296,25.809965
31.685444,42.111286
-100.13975,1.7034152
-84.57765,-25.070656
-54.27211,10.506852
-48.88826,-28.56613
33.97039,-14.670821
30.612268,-35.81842
-64.607346,-32.377907
-62.76206,-56.114155
32.25911,67.514145
-65.165146,-32.581913
-1.6154163,15.485837
-41.791653,-0.42719275
-65.32182,-32.586285
-6.785877,-54.698967
-99.694435,1.786216
21.01893,35.94005
-8.242117,-47.312473
-7.8133683,-26.569212
68.15527,3.3570335
4.706989,15.524982
60.650616,21.661272
-10.789047,34.16904
32.59962,-11.91121
-5.2032504,-27.68107
80.901825,22.874365
1.4728197,40.44194
1.7065598,40.895023
-47.5032,-57.39497
-67.80678,33.372406
10.963232,-17.737383
13.065472,82.02459
-20.046331,40.938866
-67.591324,-35.337708
-61.058125,16.81101
3.5694385,60.242374
-46.706207,44.462334
-17.672968,27.838343
21.992434,51.578194
50.280716,15.358936
-31.644495,-54.30585
93.74049,10.576907
2.810721,-43.4457
-30.78096,-0.20363176
52.358356,-25.294064
56.56993,-3.9366622
-7.2412753,26.005487
31.68234,42.118553
-40.74223,-20.146069
45.188297,42.002716
-82.05984,21.73515
-56.268593,-50.700264
-58.4307,9.911032
-39.048527,13.469786
20.038187,-42.37634
56.265213,23.956507
-13.192627,2.7018728
-0.85261273,50.32692
5.2237244,63.94784
-78.53113,-11.72773
67.24467,-5.736952
12.486107,36.840076
-41.209507,69.15056
2.2851057,-43.520744
-37.55308,67.4427
42.551125,60.899216
-22.834187,33.10191
50.181393,-27.144371
-63.10305,-55.574543
30.999935,-11.857181
55.372437,7.8657255
71.98637,-30.117975
6.5169845,-97.12378
-1.516504,49.09987
-7.051868,26.408022
-45.25664,0.3849517
-18.419575,-19.578827
9.606139,-21.209473
-49.12682,-28.828407
18.521666,62.990692
56.2342,21.608686
-6.4227924,-15.020843
-21.48185,8.592001
-56.51987,11.496086
21.824938,-60.53987
-31.021906,3.4164906
12.075142,-17.670322
34.607082,29.802835
95.37415,10.886545
-31.858503,-52.129635
32.72328,-16.422176
54.132607,-68.67702
53.310574,-69.14091
4.8373113,-33.62613
76.31757,-27.690287
20.918425,-28.277496
-9.852191,35.68986
21.023977,19.163416
38.73334,-8.410876
-19.089462,24.87329
-59.5579,12.495864
27.922733,-7.2980623
28.067282,19.124878
35.525593,-53.292538
-19.415632,-7.661725
