isAdult,releaseYear,runtimeMinutes,genres,lifetimeGross,nrOfReleases,director_nrOfMovies,nrOfEmployees,nrOfActors,averageRating,numVotes,sameYearTotalMoviesReleased
0,1996,113,"Biography,Drama,Romance",14481231.0,34,12,24,10,5.9,9140,4372
0,1976,126,"Drama,Thriller",1924733.0,46,46,20,10,7.6,47745,3951
0,2001,97,"Action,Mystery,Thriller",21974919.0,58,203,24,10,6.6,76239,5636
0,2000,90,Drama,21974919.0,3,3,16,10,5.9,67,5246
0,2008,101,Drama,18335.0,4,20,17,10,8.2,866,10549
0,1996,126,"Comedy,Drama,Romance",41083864.0,45,12,23,10,6.6,22634,4372
0,2002,99,"Crime,Drama",2942.0,13,44,19,10,5.8,3162,5864
0,2002,101,"Drama,Romance,Thriller",12988801.0,44,104,22,10,7.0,29793,5864
0,1958,157,"Musical,Romance,War",458000.0,28,11,18,10,6.8,9866,2608
0,2004,73,"Adventure,Animation,Comedy",6491969.0,19,105,21,11,5.7,1941,6733
0,1958,95,"Crime,Drama,Film-Noir",2247465.0,55,110,19,10,8.0,110022,2608
0,1984,96,Comedy,11708269.0,32,288,21,10,5.5,3965,4434
0,1958,128,"Mystery,Romance,Thriller",7705225.0,80,92,19,11,8.3,428485,2608
0,2000,97,"Drama,Horror,Thriller",16815253.0,32,8,21,10,4.8,11396,5246
0,1959,212,"Adventure,Drama",74422622.0,57,77,19,11,8.1,254311,2611
0,2006,94,"Documentary,Drama",179780.0,19,3,16,0,7.2,12241,8293
0,2006,69,Drama,179780.0,3,3,13,10,7.6,175,8293
0,2010,125,"Comedy,Romance",110485654.0,51,43,22,10,5.7,125597,12843
0,2010,108,"Horror,Thriller",93051.0,52,64,21,10,6.2,93529,12843
0,2008,93,"Action,Adventure,Family",101704370.0,61,7,25,10,5.8,132156,10549
0,2016,94,"Biography,Drama,History",155475.0,16,54,22,10,6.7,2073,18513
0,2017,82,"Drama,Thriller",155475.0,7,10,19,6,5.4,401,18977
0,1986,101,"Adventure,Family,Fantasy",13723253.0,51,108,24,14,7.3,150208,4463
0,1988,119,"Drama,Romance",34670720.0,58,141,21,10,7.5,75331,4634
0,2017,117,"Action,Crime,Thriller",241916.0,20,1,15,10,6.6,2419,18977
0,1991,97,Drama,835519.0,21,33,19,10,6.5,788,4467
0,2002,127,"Drama,Family,Sport",75600072.0,32,22,21,10,6.9,37314,5864
0,2006,98,"Comedy,Family,Fantasy",61123569.0,35,47,23,10,4.4,20207,8293
0,2018,119,Drama,66152655.0,7,7,23,10,4.9,225,19175
0,2019,116,"Comedy,Fantasy,Music",66152655.0,58,61,24,10,6.8,168393,19072
0,2014,96,"Drama,War",1076075.0,29,23,20,10,7.1,18317,16664
0,2015,89,"Biography,Crime,Documentary",159305.0,6,4,22,0,7.0,4566,17292
0,2015,112,"Action,Crime,Drama",159305.0,14,11,23,10,5.9,790,17292
0,1983,100,"Action,Drama,Romance",19910002.0,42,32,22,10,6.0,10593,4250
0,1987,87,"Action,Adventure,Fantasy",800000.0,29,98,19,10,5.0,5109,4526
0,2014,88,Drama,126150.0,21,12,22,10,5.8,8998,16664
0,1986,100,"Comedy,Crime",8475466.0,30,43,18,10,5.6,6370,4463
0,1981,104,"Drama,Horror,Thriller",2447576.0,27,69,18,10,5.5,6724,4110
0,2001,131,"Crime,Drama,Thriller",165092268.0,51,89,22,10,6.8,294063,5636
0,2008,84,"Horror,Thriller",1677.0,12,203,22,10,3.1,599,10549
0,1977,143,"Adventure,Crime,Drama",15769322.0,31,126,20,10,6.8,9109,3871
0,2001,116,"Crime,Thriller",183417150.0,71,115,21,10,7.7,621559,5636
0,2000,114,"Crime,Drama,Thriller",450594.0,32,22,19,10,7.1,24620,5246
0,2001,90,Drama,450594.0,4,7,2,1,6.8,60,5636
0,1988,96,"Adventure,Drama,Family",31753898.0,38,28,14,5,7.7,19126,4634
0,2006,95,Drama,62897.0,15,13,18,10,6.8,1807,8293
0,1960,109,"Horror,Mystery,Thriller",32000000.0,71,92,16,10,8.5,720731,2731
0,2006,100,Comedy,17807569.0,38,16,22,10,5.9,30677,8293
0,1960,197,"Adventure,Biography,Drama",1830650.0,55,44,18,10,7.9,143601,2731
0,2002,96,"Action,Adventure,Sci-Fi",56832494.0,52,10,21,10,6.0,130652,5864
0,1999,90,"Comedy,Crime,Drama",584054.0,14,6,19,10,5.7,1296,5036
0,1995,98,"Horror,Sci-Fi,Thriller",9418365.0,47,33,26,10,5.6,34314,4397
0,1999,92,"Comedy,Drama",1157764.0,26,13,16,7,7.5,4231,5036
0,1981,87,"Comedy,Drama,Romance",4454295.0,26,4,20,10,5.5,2009,4110
0,2019,133,"Biography,Drama,History",10205616.0,33,2,23,10,7.3,19695,19072
0,1998,86,"Crime,Drama",3146.0,11,80,20,10,6.9,1728,4866
0,1999,74,"Drama,Thriller",3146.0,4,6,18,10,7.1,10,5036
0,2014,135,"Action,Crime,Thriller",190980.0,36,9,21,10,7.1,12311,16664
0,2014,72,"Documentary,News",190980.0,2,3,16,3,8.0,49,16664
0,1987,157,"Biography,Drama,History",5899797.0,34,12,20,10,7.4,14488,4526
0,2015,92,"Action,Adventure,Drama",316100.0,6,20,22,10,3.9,2183,17292
0,2016,75,"Action,Adventure,Drama",316100.0,15,2,19,10,3.1,605,18513
0,1995,119,"Action,Comedy,Crime",65807024.0,62,26,24,10,6.8,287819,4397
0,1994,94,"Adventure,Drama,Family",12712.0,25,8,21,10,7.4,4614,4186
0,2010,122,"Crime,Drama,History",11538204.0,37,18,22,10,6.9,30046,12843
0,2016,115,"Drama,History",1065665.0,41,26,23,10,7.3,11633,18513
0,2015,98,Horror,1065665.0,6,2,17,8,5.2,474,17292
0,2019,115,"Action,Adventure,Thriller",295784.0,16,21,25,10,5.5,2255,19072
0,2012,80,"Comedy,Drama",4054.0,6,9,17,10,5.0,1652,14841
0,2000,84,Comedy,13616610.0,27,123,22,10,5.2,13842,5246
0,2012,83,Horror,53261944.0,41,19,23,10,4.2,37549,14841
0,1978,107,Drama,7185518.0,38,19,19,10,5.7,6134,4031
0,1998,128,"Adventure,Comedy,Drama",66308518.0,58,9,22,11,6.6,155531,4866
0,1995,108,"Comedy,Drama",12096881.0,24,42,23,10,6.4,2001,4397
0,1986,114,"Comedy,Crime,Romance",8362969.0,40,87,21,10,6.9,21170,4463
0,1961,153,"Crime,Drama,Musical",44055492.0,58,42,19,10,7.6,121494,2777
0,1987,130,Drama,211821.0,17,47,17,10,6.5,783,4526
0,1991,128,"Crime,Thriller",79091969.0,59,106,19,10,7.3,217600,4467
0,2014,86,"Horror,Thriller",5746.0,26,65,22,10,5.0,4194,16664
0,2015,98,"Drama,Thriller",51879.0,30,7,20,10,6.2,6739,17292
0,1997,98,"Comedy,Romance",13602831.0,26,25,21,10,5.8,7831,4708
0,1962,110,"Action,Adventure,Thriller",16067035.0,85,44,21,10,7.2,179851,2730
0,2005,136,"Action,Sci-Fi,Thriller",35818913.0,62,26,26,13,6.8,328207,7753
0,2006,112,"Comedy,Drama",35818913.0,25,27,19,10,7.8,12597,8293
0,1962,164,"Adventure,War,Western",76729.0,51,229,21,10,7.1,23417,2730
0,2006,101,"Horror,Mystery,Thriller",33190.0,22,32,20,10,5.5,9862,8293
0,1962,218,"Adventure,Biography,Drama",44824144.0,61,16,19,10,8.3,315350,2730
0,1990,95,"Drama,Horror,Thriller",4347648.0,17,33,20,10,5.9,2342,4920
0,2017,91,"Comedy,Drama,Romance",90979.0,35,6,19,10,6.1,8612,18977
0,2019,94,"Biography,Documentary",90979.0,10,7,10,2,7.3,229,19072
0,2005,107,"Crime,Mystery,Thriller",872142.0,38,52,19,10,6.4,18797,7753
0,2004,129,"Drama,Mystery,Sci-Fi",65955630.0,57,87,26,10,6.6,116900,6733
0,1985,90,"Action,Adventure,Thriller",35100000.0,54,37,22,10,6.7,175476,4533
0,2002,109,"Comedy,Drama",75994.0,18,43,19,10,6.8,1752,5864
0,2014,109,"Drama,History,Romance",176391.0,40,61,24,10,5.4,30590,16664
0,2016,95,"Biography,Documentary,Sport",176391.0,5,31,18,0,6.7,291,18513
0,2016,103,"Action,Adventure,Fantasy",45540830.0,55,42,27,10,5.9,147875,18513
0,2016,72,Documentary,45540830.0,9,4,5,1,6.7,61,18513
0,1996,108,"Comedy,Drama,Romance",46151454.0,42,23,19,10,6.5,48596,4372
0,1962,129,"Crime,Drama",592237.0,67,113,17,10,8.3,333665,2730
0,1988,113,"Fantasy,Horror,Mystery",1705139.0,24,3,20,10,6.5,8078,4634
0,2017,103,"Drama,History,Romance",557241.0,26,197,25,10,5.9,4173,18977
0,1997,96,"Drama,Romance,Thriller",14760.0,16,91,26,10,5.8,405,4708
0,1964,95,"Comedy,War",9440272.0,88,16,21,12,8.3,519561,2910
0,1996,95,"Adventure,Crime,Drama",20080020.0,26,16,23,10,5.3,11698,4372
0,1999,113,"Fantasy,Horror,Mystery",91411151.0,60,6,21,10,5.0,80655,5036
0,2010,141,"Action,Adventure,Drama",802778.0,42,162,23,10,7.5,68779,12843
0,2016,119,Drama,37626.0,25,15,22,10,6.4,1309,18513
0,1993,120,"Drama,Thriller",119267.0,17,101,19,10,6.0,2538,4214
0,1995,108,"Action,Drama,Romance",18636537.0,49,51,20,10,6.5,103188,4397
0,1987,101,"Action,Sci-Fi,Thriller",38122105.0,67,56,23,10,6.6,168529,4526
0,2015,130,"Comedy,Romance,Thriller",65206105.0,4,16,11,4,6.0,7,17292
0,2015,94,"Horror,Mystery,Thriller",65206105.0,50,34,19,10,6.3,152307,17292
0,2015,83,Documentary,65206105.0,15,15,17,0,5.9,755,17292
0,2016,117,"Action,Drama,History",27569558.0,45,47,24,10,6.7,70834,18513
0,1964,110,"Action,Adventure,Thriller",51081062.0,70,27,19,10,7.7,203051,2910
0,2011,100,"Biography,Comedy,Romance",1804139.0,42,14,23,10,6.7,33232,13791
0,2010,108,"Drama,Romance,War",80014842.0,50,83,23,10,6.3,158073,12843
0,1964,139,"Comedy,Family,Fantasy",102272727.0,47,168,17,11,7.8,186506,2910
0,1997,108,"Action,Comedy",4529843.0,19,296,22,10,4.5,7118,4708
0,1964,170,"Drama,Family,Musical",72560711.0,56,64,17,10,7.7,102099,2910
0,2005,85,"Horror,Mystery,Thriller",7749851.0,27,35,20,11,4.7,12373,7753
0,1998,170,"Drama,History,War",36400491.0,57,19,23,10,7.6,200115,4866
0,1966,121,"Drama,War",879794.0,54,27,21,10,8.1,65923,3212
0,1999,93,"Comedy,Drama",163479795.0,51,86,21,10,6.4,234983,5036
0,2018,102,"Drama,Mystery,Thriller",26020957.0,57,10,25,10,7.6,180476,19175
0,2018,87,"Action,Western",48815.0,5,2,23,10,5.4,49,19175
0,1983,106,"Sci-Fi,Thriller",10219460.0,32,14,22,10,6.4,13173,4250
0,2009,90,"Horror,Thriller",7712114.0,45,14,23,10,6.3,72494,12001
0,1965,197,"Drama,Romance,War",111721910.0,57,16,18,10,7.9,82278,3208
0,1997,103,"Drama,Romance",785482.0,27,29,19,10,7.2,4829,4708
0,1987,111,"Comedy,Romance",66995879.0,43,26,21,11,6.5,37053,4526
0,1965,172,"Biography,Drama,Family",159287539.0,76,42,19,10,8.1,262010,3208
0,2003,100,"Biography,Drama,Romance",1315498.0,25,8,18,10,6.3,11284,6147
0,1965,130,"Action,Adventure,Thriller",63595658.0,66,44,20,10,6.9,127396,3208
0,2016,88,"Action,Crime,Thriller",119550.0,24,138,22,10,5.9,2096,18513
0,2004,103,"Comedy,Drama,Romance",13399812.0,38,15,24,10,6.2,55052,6733
0,1966,178,"Adventure,Drama,Western",25100000.0,95,9,22,11,8.8,813892,3212
0,1983,91,"Crime,Drama",25697647.0,65,53,23,10,7.0,98219,4250
0,2012,115,Drama,613308.0,61,23,22,10,8.3,365984,14841
0,2012,74,"Action,Horror,Thriller",613308.0,5,21,11,5,4.3,145,14841
0,1990,91,"Adventure,Comedy,Family",10360553.0,50,33,20,11,6.8,54806,4920
0,2017,117,"Biography,Drama,Music",56556.0,20,3,23,13,6.4,2037,18977
0,2006,117,"Comedy,Drama,Romance",157121.0,19,18,24,10,7.3,5678,8293
0,1984,91,Drama,1525532.0,27,15,19,10,5.9,576,4434
0,2001,119,"Drama,Romance",405094.0,46,15,21,10,6.0,13193,5636
0,2002,100,"Drama,Romance",56878.0,17,23,19,10,7.0,2977,5864
0,1998,123,"Comedy,Crime,Drama",37562568.0,51,115,22,10,7.0,99683,4866
0,2009,80,"Drama,History",10011996.0,3,7,19,10,7.0,57,12001
0,2018,96,"Horror,Mystery,Thriller",117450119.0,65,35,23,10,5.3,171328,19175
0,2017,107,Drama,301718.0,36,28,20,11,6.6,17008,18977
0,1989,100,"Crime,Mystery,Thriller",59405.0,28,20,19,10,4.7,1558,4633
0,1966,131,Drama,28000000.0,53,40,12,6,8.0,80192,3212
0,2001,84,"Comedy,Sci-Fi",57743062.0,45,34,24,10,4.8,63878,5636
0,1987,88,"Action,Drama,Thriller",6075793.0,30,22,19,10,5.2,3683,4526
0,2014,103,"Action,Crime,Drama",1114423.0,38,20,21,10,6.4,51523,16664
0,2006,144,"Action,Adventure,Thriller",167445960.0,64,82,24,10,8.0,696272,8293
0,1998,85,"Comedy,Family,Fantasy",144156605.0,46,82,22,10,5.4,102337,4866
0,2017,87,Documentary,24662.0,6,19,7,0,7.1,262,18977
0,1997,117,"Action,Adventure,Drama",27873386.0,56,22,18,10,6.9,79574,4708
0,2015,119,"Drama,Romance",12236500.0,53,23,21,10,7.1,53879,17292
0,1967,106,"Comedy,Drama,Romance",104945305.0,64,40,18,10,8.0,289121,3306
0,1967,108,"Comedy,Drama",56666667.0,53,20,17,10,7.8,49064,3306
0,2008,91,"Adventure,Drama,Sci-Fi",64506874.0,54,34,21,10,5.0,216925,10549
0,2004,76,"Drama,Horror,Mystery",29813.0,15,10,20,10,5.6,1807,6733
0,1995,112,"Comedy,Drama",8367636.0,41,27,26,12,7.4,38273,4397
0,2008,110,"Action,Crime,Thriller",134508551.0,54,36,24,10,6.7,409564,10549
0,2009,147,"Action,Crime,Thriller",134508551.0,17,16,23,10,6.6,26022,12001
0,1991,109,"Comedy,Crime",23562716.0,36,105,20,10,6.5,34365,4467
0,2013,106,"Drama,Thriller",7385015.0,33,25,28,10,5.6,39327,15505
0,2012,87,Thriller,7385015.0,4,16,18,10,5.3,39,14841
0,2010,84,"Action,Crime,Drama",708215.0,36,11,20,10,6.8,14652,12843
0,2018,109,"Drama,Mystery,Thriller",61791.0,19,15,21,11,6.4,2789,19175
0,2002,95,"Comedy,Drama,Romance",306567.0,10,1,21,10,7.0,3924,5864
0,2003,87,"Action,Horror,Thriller",306567.0,3,12,20,10,2.6,153,6147
0,2010,123,"Comedy,Drama",4430765.0,38,27,23,10,7.3,35458,12843
0,2010,97,Drama,4430765.0,3,1,16,11,7.6,16,12843
0,1967,117,"Action,Adventure,Thriller",43084787.0,66,43,18,10,6.8,117860,3306
0,1968,149,"Adventure,Sci-Fi",60541301.0,83,16,19,10,8.3,721890,3706
0,1993,79,"Biography,Drama",1324974.0,14,62,10,3,7.3,2755,4214
0,2006,108,"Drama,Romance",45128.0,34,17,20,10,7.2,47844,8293
0,2002,103,"Comedy,Drama,Romance",814666.0,5,175,21,10,6.3,1115,5864
0,1968,94,"Action,Crime,Thriller",3110000.0,43,65,18,10,6.4,18960,3706
0,1993,98,"Crime,Drama",18369.0,28,36,20,11,4.0,3797,4214
0,1968,151,"Biography,Comedy,Drama",52223306.0,42,77,18,10,7.4,25257,3706
0,2004,81,Documentary,16413.0,11,4,14,2,7.1,1515,6733
0,1968,101,"Drama,War,Western",407500.0,25,142,17,10,5.6,1078,3706
0,1989,90,Drama,95836.0,12,151,20,10,6.2,622,4633
0,1968,134,"Biography,Drama,History",18177.0,47,13,16,10,7.9,34314,3706
0,1990,108,"Action,Crime,Drama",24078196.0,51,16,22,10,6.2,39974,4920
0,1990,92,Horror,5835247.0,39,13,19,10,6.8,45638,4920
0,1968,105,Comedy,44527234.0,42,9,16,10,7.6,37547,3706
0,2007,155,"Comedy,Drama,Romance",1062840.0,7,47,26,10,5.8,13563,9066
0,2008,145,"Comedy,Drama",1062840.0,2,8,17,10,5.7,56,10549
0,1968,112,"Adventure,Sci-Fi",32589624.0,65,507,18,10,8.0,196863,3706
0,1984,84,Horror,929162.0,14,11,22,10,4.5,716,4434
0,2005,134,"Comedy,Crime,Musical",19398532.0,39,2,21,10,6.3,44845,7753
0,2006,103,"Biography,Drama",56441711.0,56,141,21,10,7.3,116115,8293
0,2003,90,"Drama,Romance",73516.0,18,53,21,11,7.3,7627,6147
0,1985,126,"Adventure,Drama,History",358574.0,38,22,18,10,5.3,7576,4533
0,2007,105,"Action,Crime,Thriller",9534258.0,50,20,23,10,6.7,74939,9066
0,2001,119,"Drama,Romance",25288103.0,52,20,26,11,6.7,94745,5636
0,1999,113,"Crime,Romance,Thriller",69305181.0,50,11,21,10,6.8,100887,5036
0,2016,104,Drama,43756.0,10,38,22,10,6.4,1869,18513
0,1998,151,"Action,Adventure,Sci-Fi",201578182.0,57,26,25,10,6.7,451981,4866
0,1997,117,"Action,Comedy,Fantasy",201578182.0,6,36,17,10,4.6,324,4708
0,2004,88,"Comedy,Crime",6489476.0,31,7,22,10,4.9,18819,6733
0,1969,110,"Biography,Crime,Drama",102308889.0,60,41,17,10,8.0,227156,3845
0,1969,95,"Adventure,Drama",123276.0,55,10,17,10,7.2,117239,3845
0,2008,110,Drama,2266905.0,3,1,16,10,5.2,115,10549
0,2002,94,"Comedy,Music,Romance",3095506.0,35,150,23,10,5.4,15513,5864
0,2003,111,"Action,Crime,Thriller",106128601.0,53,32,23,12,7.0,389440,6147
0,1969,108,"Comedy,Family,Sport",51264000.0,41,168,18,10,6.5,17598,3845
0,2004,114,"Biography,Drama,History",4835065.0,38,2,21,10,6.2,37833,6733
0,1969,113,Drama,44785053.0,69,41,17,10,7.8,121310,3845
0,2011,90,"Action,Adventure,Animation",149260504.0,60,8,23,11,6.6,193081,13791
0,1969,142,"Action,Adventure,Thriller",22774493.0,72,22,19,10,6.7,99704,3845
0,2012,90,Drama,4380.0,10,14,22,10,4.7,1164,14841
0,1969,164,"Comedy,Drama,Musical",14500000.0,43,11,17,10,6.6,14945,3845
0,1991,91,"Comedy,Horror",4205000.0,28,3,21,10,5.9,6357,4467
0,1996,83,Comedy,2970.0,3,4,19,10,5.7,63,4372
0,1981,92,"Comedy,Drama",9566593.0,24,341,21,10,5.6,3266,4110
0,2007,112,"Drama,Romance",78440.0,23,44,20,10,6.9,2845,9066
0,2017,95,"Adventure,Drama,Thriller",31445012.0,15,2538,15,6,4.5,1289,18977
0,2018,96,"Action,Adventure,Biography",31445012.0,53,43,24,10,6.6,61954,19175
0,2010,110,"Drama,Western",171243005.0,58,34,25,10,7.6,358318,12843
0,1970,116,"Adventure,Drama,Romance",5050000.0,50,65,18,10,7.0,30710,4121
0,2015,99,"Adventure,Comedy",58884188.0,55,11,23,10,6.1,122065,17292
0,1968,158,"Action,Adventure,War",7100000.0,53,9,16,10,7.6,63095,3706
0,1969,135,"Action,Adventure,Drama",638641.0,63,45,18,10,7.9,90603,3845
0,2017,108,"Action,Adventure,Crime",216556.0,20,13,25,10,5.6,3369,18977
0,1970,137,"Action,Drama,Thriller",100489151.0,44,67,17,10,6.6,21910,4121
0,2004,92,"Drama,Horror",108151.0,14,3,20,10,5.6,1217,6733
0,2001,83,"Comedy,Drama,Mystery",148479.0,9,8,21,10,6.4,2218,5636
0,1970,95,"Action,Adventure,Sci-Fi",18999718.0,50,604,18,10,6.0,52885,4121
0,1970,118,Drama,2695.0,29,50,17,10,7.6,5910,4121
0,2018,98,"Comedy,Drama,Romance",1252960.0,20,23,23,10,5.7,3975,19175
0,2018,125,"Comedy,Drama",1252960.0,4,20,18,10,6.8,54,19175
0,1970,124,"Comedy,Drama,Romance",13300000.0,27,16,17,10,6.3,1654,4121
0,2013,101,Drama,1359910.0,19,13,21,10,6.4,9456,15505
0,2006,117,"Action,Crime,Drama",23919.0,14,4,13,10,7.2,2493,8293
0,2016,111,"Drama,Romance",18730891.0,44,5,24,10,6.5,46078,18513
0,1970,107,"Drama,Thriller",19319254.0,29,34,16,10,6.8,4242,4121
0,1970,144,"Adventure,Comedy,War",5200000.0,49,9,18,10,7.6,53891,4121
0,2015,93,"Crime,Drama,Mystery",2167.0,19,10,21,10,5.5,2996,17292
0,1970,139,"Adventure,Comedy,Drama",31559552.0,42,85,18,10,7.5,37995,4121
0,2016,90,Thriller,25584504.0,13,18,20,10,4.5,695,18513
0,2017,88,"Comedy,Crime",25584504.0,42,5,24,10,5.6,47048,18977
0,2010,97,"Action,Adventure,Comedy",23591432.0,46,101,24,10,6.2,107264,12843
0,2003,110,"Action,Adventure,Biography",86959.0,31,41,22,10,6.4,28149,6147
0,1970,129,"Comedy,Drama,Fantasy",14000000.0,25,40,19,11,6.4,4294,4121
0,1970,172,"Biography,Drama,War",61749765.0,54,507,19,10,7.9,108186,4121
0,1997,177,"Action,Adventure,Drama",17626234.0,48,7,22,10,6.1,78613,4708
0,2011,104,"Comedy,Drama,Family",10130219.0,31,112,20,10,5.4,15732,13791
0,2016,86,Documentary,200219.0,12,17,23,0,6.3,2368,18513
0,1971,86,"Drama,Sci-Fi,Thriller",2437000.0,24,22,18,10,6.6,54815,4132
0,2014,114,"Adventure,Crime,Drama",17484.0,38,19,23,10,7.1,22870,16664
0,2014,126,"Crime,Drama",150564.0,33,9,17,10,7.0,12016,16664
0,2016,97,"Drama,Sci-Fi,Thriller",150564.0,5,71,21,10,4.5,473,18513
0,1971,105,"Drama,Thriller,War",1100000.0,41,65,19,10,7.2,19284,4132
0,2006,131,"Drama,Sport",209654.0,5,3,23,10,7.0,1096,8293
0,1971,136,"Crime,Sci-Fi",26589355.0,75,16,18,10,8.3,883529,4132
0,2011,98,"Action,Adventure,Crime",137921.0,32,7,22,10,5.9,31602,13791
0,1983,130,"Drama,Mystery,Thriller",687475.0,16,188,16,10,6.6,1601,4250
0,2001,106,"Drama,Horror,Thriller",755249.0,51,58,21,10,7.4,71141,5636
0,1971,120,"Action,Adventure,Thriller",43819547.0,68,27,20,10,6.5,114390,4132
0,1971,102,"Action,Crime,Thriller",35976000.0,59,65,18,10,7.7,169029,4132
0,1992,110,"Crime,Drama,Mystery",279627.0,20,23,19,11,5.6,1359,4394
0,1971,98,"Action,Sci-Fi",12348905.0,45,270,17,10,6.3,40428,4132
0,1971,181,"Drama,Family,Musical",10404330.0,50,59,21,10,8.0,48020,4132
0,1971,104,"Action,Crime,Drama",51700000.0,60,50,18,10,7.7,136192,4132
0,2000,102,"Action,Crime,Drama",14967182.0,48,124,22,10,5.1,36676,5246
0,2006,115,"Comedy,Drama,Romance",37327390.0,33,78,20,10,6.2,35237,8293
0,2007,101,"Adventure,Comedy,Drama",969869.0,32,96,22,10,6.8,26030,9066
0,2007,84,Drama,416951.0,25,77,24,10,6.8,13959,9066
0,2019,111,"Action,Adventure,Drama",109226.0,47,58,22,10,6.2,2465,19072
0,2017,118,"Drama,History,Thriller",109226.0,37,28,20,10,7.3,21717,18977
0,1971,118,"Drama,Romance",29133000.0,51,46,22,10,8.0,52577,4132
0,1993,133,"Biography,Crime,Drama",25096862.0,55,33,21,10,8.1,187638,4214
0,1971,102,"Drama,Thriller",10600000.0,48,51,17,10,6.9,32012,4132
0,2006,84,"Action,Horror,Thriller",15032800.0,42,64,17,10,5.0,28929,8293
0,2000,99,"Action,Crime,Thriller",70334258.0,42,30,24,10,6.0,80935,5246
0,1986,82,"Comedy,Fantasy,Horror",5450815.0,41,24,19,11,4.6,11562,4463
0,1997,113,"Drama,Romance,Sport",5980578.0,40,33,22,10,7.0,22394,4708
0,1971,99,"Action,Crime,Thriller",12442673.0,48,180,16,10,7.2,30636,4132
0,2003,100,"Drama,Horror,Thriller",6886089.0,27,7,21,10,6.1,20442,6147
0,2013,93,"Documentary,Sport",4100.0,6,6,14,0,7.5,598,15505
0,1972,88,"Action,Sci-Fi",9043472.0,44,53,18,10,6.1,36964,4060
0,2001,88,"Action,Comedy,Crime",29831583.0,22,29,25,11,5.4,8766,5636
0,2002,103,"Drama,Mystery",70262.0,32,21,20,10,7.5,10111,5864
0,2005,146,"Comedy,Romance",1007943.0,9,95,21,10,6.8,17155,7753
0,1972,175,"Crime,Drama",134966411.0,86,53,22,10,9.2,2020967,4060
0,2007,116,"Comedy,Romance",36787257.0,46,57,27,10,5.8,96753,9066
0,1995,170,"Action,Crime,Drama",67436818.0,63,39,22,10,8.3,722223,4397
0,2012,149,Drama,598668.0,9,16,24,10,5.0,4617,14841
0,1973,105,"Drama,Mystery,Western",15700000.0,55,51,16,10,7.4,64798,3975
0,1972,88,"Drama,Western",6330000.0,33,46,16,10,6.4,21267,4060
0,1999,126,"Adventure,Drama,Thriller",2160710.0,22,22,18,10,7.0,6400,5036
0,1999,58,Horror,2160710.0,3,4,15,10,5.2,87,5036
0,1992,202,"Biography,Drama,History",48169910.0,46,137,22,10,7.7,102355,4394
0,2005,83,"Action,Comedy,Crime",8330720.0,26,13,24,10,5.5,26713,7753
0,2011,93,"Action,Crime,Thriller",29121498.0,58,42,23,10,6.5,172254,13791
0,1972,117,"Action,Adventure,Drama",84563118.0,55,26,20,10,7.1,49378,4060
0,2007,96,"Drama,Fantasy,Mystery",47852604.0,43,3,22,10,5.9,81843,9066
0,1993,97,"Comedy,Drama,Romance",14904910.0,24,37,24,11,6.5,6031,4214
0,1997,109,"Biography,Comedy,Drama",41230799.0,36,82,20,9,6.9,39259,4708
0,1992,99,"Crime,Drama,Romance",3067917.0,22,3,19,10,6.5,4441,4394
0,1986,107,"Action,Comedy,Crime",38500726.0,32,28,21,10,6.5,15113,4463
0,2002,94,"Drama,Thriller",1015671.0,13,303,19,10,6.3,1229,5864
0,2011,95,"Action,Adventure,Fantasy",24827228.0,48,13,21,10,5.4,98431,13791
0,2006,95,"Comedy,Horror,Sci-Fi",7802450.0,43,47,19,10,6.5,89127,8293
0,2002,99,"Drama,Mystery,Romance",14973382.0,43,115,21,10,6.2,86383,5864
0,2018,92,Drama,62511.0,6,3,22,10,5.9,346,19175
0,2005,122,"Crime,Drama,Sport",22991379.0,38,92,21,10,6.2,48730,7753
0,1972,94,"Comedy,Romance",66000000.0,44,46,20,10,7.7,27191,4060
0,2017,81,"Biography,Documentary",13498.0,6,30,17,0,7.3,262,18977
0,2018,96,"Action,Adventure,Drama",35857181.0,54,18,21,10,6.6,66692,19175
0,2019,90,"Crime,Drama,Fantasy",35857181.0,4,5,19,10,5.8,69,19072
0,1973,110,"Comedy,Drama",115000000.0,59,22,21,10,7.4,98724,3975
0,1988,114,Drama,156188.0,18,163,17,10,5.7,832,4634
0,1973,93,"Action,Sci-Fi",8844595.0,42,53,21,10,5.4,34658,3975
0,1998,120,"Action,Horror,Sci-Fi",70087718.0,63,4,21,10,7.1,300101,4866
0,2006,117,"Biography,Drama,History",11242801.0,29,27,21,10,7.0,42842,8293
0,1987,85,"Comedy,Crime,Romance",41232.0,23,34,19,10,5.8,748,4526
0,1986,125,"Action,Comedy,Crime",41232.0,12,12,16,10,7.9,279,4463
0,2010,101,Horror,39123589.0,47,36,22,10,6.5,129263,12843
0,1973,104,"Drama,Sci-Fi,Thriller",2300000.0,31,40,18,10,6.0,3543,3975
0,1973,122,Horror,232906145.0,92,50,21,10,8.1,456641,3975
0,1985,118,"Fantasy,Horror,Romance",3558669.0,27,21,18,10,5.4,3569,4533
0,2015,100,"Drama,Horror,Mystery",231737.0,41,58,23,10,6.6,119458,17292
0,2016,82,"Comedy,Drama",231737.0,6,2,22,10,5.3,129,18513
0,1989,83,"Adventure,Animation,Family",111543479.0,64,16,23,11,7.6,291795,4633
