isAdult,releaseYear,runtimeMinutes,studio,lifetimeGross,nrOfLanguages,director_nrOfMovies,nrOfEmployees,nrOfActors,averageRating,numVotes,sameYearTotalMoviesReleased,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
0,0.9393939393939412,0.11299435028248589,0.9945115257958288,0.00026926110802077556,0.11646586345381525,0.0216791486007095,0.3653846153846154,0.3333333333333333,2,0.0020230890031597837,0.8335042466537267,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0.7474747474747474,0.16101694915254236,0.34687156970362243,0.017431777570249885,0.12449799196787147,0.02207331493890422,0.4038461538461539,0.3333333333333333,1,0.0069873798273754825,0.15973027858497235,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.7979797979797993,0.18644067796610173,0.5181119648737651,0.00030388819290636296,0.17269076305220882,0.043358297201419,0.44230769230769235,0.3333333333333333,1,0.009543822390161747,0.22179761918118684,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.7979797979797993,0.08192090395480225,0.5861690450054885,0.006526608200634683,0.008032128514056224,0.009459992116673236,0.3076923076923077,0.3333333333333333,2,2.5857477034250812e-05,0.22179761918118684,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.8080808080808097,0.13276836158192093,0.5861690450054885,0.006526608200634683,0.10843373493975902,0.018131651556957038,0.38461538461538464,0.3333333333333333,2,0.006605378699989484,0.24572473605672676,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.9292929292929308,0.09322033898305085,0.25686059275521406,7.451554544781384e-05,0.06024096385542167,0.01537248718959401,0.3653846153846154,0.3333333333333333,1,0.0006795344964601113,0.7848556586520661,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.6666666666666679,0.12994350282485875,0.19209659714599342,7.203651588842185e-05,0.05220883534136546,0.06661411115490737,0.2692307692307693,0.26666666666666666,1,0.0005126675779990794,0.10379113419874565,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.6767676767676782,0.16101694915254236,0.8990120746432492,0.0021804680718824263,0.07630522088353413,0.0023649980291683085,0.38461538461538464,0.3333333333333333,1,0.0006636752438791042,0.1020251545512684,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.9494949494949516,0.13276836158192093,0.4763995609220637,0.0001310315863912234,0.13654618473895583,0.005518328734726054,0.3461538461538462,0.3333333333333333,2,0.002343721718384494,0.8806381761267377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.8888888888888893,0.12994350282485875,0.35236004390779363,0.00010886264581845816,0.1004016064257028,0.007094994087504926,0.4038461538461539,0.3333333333333333,1,0.0016445355393783516,0.5003982990945708,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7474747474747474,0.19774011299435026,0.8419319429198683,0.05917926881537617,0.20481927710843373,0.002759164367363027,0.3653846153846154,0.3333333333333333,1,0.02551788216920099,0.15973027858497235,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9090909090909101,0.17796610169491525,0.3446761800219539,0.016150088956388437,0.2329317269076305,0.020890815924320065,0.3269230769230769,0.3333333333333333,2,0.05822000575759822,0.6447867697382446,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.8989898989898997,0.13841807909604523,0.3446761800219539,0.016150088956388437,0.0321285140562249,0.005124162396531335,0.17307692307692307,0.1,1,0.00017272794658879543,0.5731894220736237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0.959595959595962,0.14689265536723164,0.34687156970362243,0.0035001214193680127,0.1044176706827309,0.011036657469452107,0.38461538461538464,0.3333333333333333,1,0.006651922158651136,0.9339900593521749,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0.7979797979797993,0.3418079096045198,0.8419319429198683,0.1322113361430005,0.2248995983935743,0.0130074891604257,0.4038461538461539,0.3333333333333333,2,0.10147611717229525,0.22179761918118684,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.7575757575757578,0.15819209039548024,0.6926454445664105,0.02020934528510854,0.14457831325301204,0.08789909341742214,0.42307692307692313,0.36666666666666664,1,0.012370906545906502,0.1685556889452367,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7474747474747474,0.18926553672316385,0.13830954994511527,0.036003773411971196,0.14056224899598393,0.005124162396531335,0.3461538461538462,0.3333333333333333,1,0.01126696465972422,0.15973027858497235,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.9393939393939412,0.11581920903954804,0.6311745334796927,9.846122108832215e-06,0.004016064257028112,0.007489160425699646,0.3461538461538462,0.3333333333333333,1,4.033766417343127e-05,0.8335042466537267,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.8888888888888893,0.23728813559322035,0.9538968166849616,0.24385322141719196,0.21285140562248994,0.01694915254237288,0.44230769230769235,0.3333333333333333,2,0.2320084536711584,0.5003982990945708,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.6767676767676782,0.15254237288135594,0.22283205268935236,0.01594043771820119,0.09638554216867469,0.003941663381947181,0.3653846153846154,0.3333333333333333,1,0.003653489121759412,0.1020251545512684,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9494949494949516,0.13559322033898305,0.025246981339187707,0.02932678319515629,0.24899598393574296,0.002759164367363027,0.38461538461538464,0.3333333333333333,2,0.1043231977769465,0.8806381761267377,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.787878787878789,0.23728813559322035,0.5433589462129528,0.02609112814899065,0.1285140562248996,0.002759164367363027,0.4038461538461539,0.3333333333333333,1,0.004950155403436975,0.2131741632914091,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.6767676767676782,0.23446327683615822,0.9121844127332602,0.030117079153056128,0.11244979919678713,0.011824990145841544,0.3461538461538462,0.36666666666666664,1,0.002424397046731356,0.1020251545512684,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.9696969696969688,0.15819209039548024,0.3172338090010977,3.044248298933372e-05,0.07630522088353413,0.009854158454867954,0.3461538461538462,0.3333333333333333,1,0.00042716552060582345,0.9876022394506839,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0.8989898989898997,0.19491525423728814,0.3446761800219539,0.036371710395875084,0.17269076305220882,0.03192747339377217,0.44230769230769235,0.3333333333333333,2,0.024809042532102057,0.5731894220736237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.8080808080808097,0.12146892655367234,0.6926454445664105,0.07488002695616248,0.11244979919678713,0.016160819865983445,0.46153846153846156,0.3333333333333333,1,0.008559169664697476,0.24572473605672676,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.6262626262626263,0.14406779661016952,0.6465422612513722,0.03419275190716906,0.09236947791164657,0.09223492313756404,0.38461538461538464,0.3333333333333333,1,0.003513169213053544,0.09049355428648365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.8383838383838409,0.15536723163841806,0.24588364434687157,0.01582175344891896,0.10843373493975902,0.0303508080409933,0.3653846153846154,0.3333333333333333,1,0.0111549155925758,0.3238564328108696,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.8484848484848477,0.15254237288135594,0.24588364434687157,0.01582175344891896,0.008032128514056224,0.00039416633819471815,0.3653846153846154,0.3333333333333333,2,2.3788878871510748e-05,0.35755590211939997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.6868686868686886,0.22033898305084745,0.8990120746432492,0.03147386894664248,0.21686746987951805,0.015766653527788728,0.38461538461538464,0.3333333333333333,2,0.04998077927540454,0.10933590638288325,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.7777777777777786,0.18926553672316385,0.34687156970362243,0.030822328647939854,0.18473895582329317,0.014189988175009853,0.3653846153846154,0.36666666666666664,2,0.01966202553684432,0.20170090542920938,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.7171717171717198,0.18644067796610173,0.13830954994511527,0.10270369928362101,0.20481927710843373,0.008671659440283799,0.3269230769230769,0.3333333333333333,2,0.01694354278464342,0.12211738042612394,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.7777777777777786,0.2542372881355932,0.3874862788144896,0.003275023202170928,0.18072289156626506,0.0063066614111154905,0.3461538461538462,0.3333333333333333,2,0.025723707686393624,0.20170090542920938,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7272727272727266,0.12429378531073446,0.19978046103183317,1.0305763354197131e-05,0.0321285140562249,0.018525817895151755,0.3461538461538462,0.3333333333333333,1,0.00017100411478651205,0.1314050421299465,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.7272727272727266,0.18361581920903955,0.5861690450054885,0.0003765780059963187,0.1044176706827309,0.09420575482853763,0.38461538461538464,0.3333333333333333,1,0.0010170607633471986,0.1314050421299465,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9090909090909101,0.13276836158192093,0.8419319429198683,0.0865129810743079,0.17269076305220882,0.033504138746551046,0.4807692307692308,0.4,0,0.03125100197723508,0.6447867697382446,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.8282828282828305,0.1016949152542373,0.4698133918770582,4.645759724407882e-05,0.012048192771084338,0.0031533307055577452,0.3653846153846154,0.3333333333333333,1,4.7577757743021495e-05,0.28357549170303714,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.8383838383838409,0.15819209039548024,0.4698133918770582,4.645759724407882e-05,0.02008032128514056,0.005124162396531335,0.46153846153846156,0.0,2,9.860317909060976e-05,0.3238564328108696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.8383838383838409,0.16949152542372883,0.4698133918770582,4.645759724407882e-05,0.008032128514056224,0.0007883326763894363,0.42307692307692313,0.3333333333333333,1,2.9649906999274264e-05,0.3238564328108696,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7474747474747474,0.14971751412429377,0.9538968166849616,0.011683960297155172,0.1566265060240964,0.014189988175009853,0.38461538461538464,0.36666666666666664,2,0.012688091597526645,0.15973027858497235,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7676767676767682,0.14406779661016952,0.22941822173435786,8.147899365487777e-05,0.08433734939759036,0.009459992116673236,0.21153846153846156,0.2,2,0.0010846349699967074,0.18131023572574584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.787878787878789,0.12146892655367234,0.22941822173435786,8.147899365487777e-05,0.028112449799196786,0.0007883326763894363,0.2884615384615385,0.3333333333333333,1,5.3094019510328334e-05,0.2131741632914091,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0.8686868686868685,0.16949152542372883,0.49396267837541163,0.008233327307405497,0.056224899598393566,0.011430823807646826,0.46153846153846156,0.3333333333333333,1,0.002379922186232445,0.44044923649990464,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.5858585858585883,0.14971751412429377,0.9253567508232712,0.013539506339446136,0.05220883534136546,0.01891998423334647,0.42307692307692313,0.36666666666666664,1,0.0002833979482953889,0.07935015539274536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.6868686868686886,0.19491525423728814,0.9385290889132821,0.0005179515204082526,0.1044176706827309,0.04887662593614505,0.3653846153846154,0.3333333333333333,1,0.0005850685136949817,0.10933590638288325,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.9292929292929308,0.20903954802259886,0.9813391877058179,5.29987354744369e-05,0.09236947791164657,0.018131651556957038,0.46153846153846156,0.36666666666666664,2,0.001232539738632622,0.7848556586520661,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.6767676767676782,0.14971751412429377,0.13830954994511527,0.0068308288751525404,0.07228915662650602,0.04020496649586126,0.3653846153846154,0.3333333333333333,1,0.00046543458661651467,0.1020251545512684,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9090909090909101,0.15819209039548024,0.38638858397365533,3.467141576712007e-05,0.07228915662650602,0.013795821836815136,0.38461538461538464,0.3333333333333333,1,0.000910872724326542,0.6447867697382446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.7474747474747474,0.2570621468926554,0.13830954994511527,0.012112054287298874,0.1686746987951807,0.03981080015766653,0.3653846153846154,0.3333333333333333,1,0.0056265870026529765,0.15973027858497235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.9494949494949516,0.22598870056497175,0.35016465422612514,0.003153586918427234,0.2248995983935743,0.029168309026409146,0.4038461538461539,0.3333333333333333,2,0.028712832031553018,0.8806381761267377,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.959595959595962,0.22598870056497175,0.35016465422612514,0.003153586918427234,0.0,0.0,0.3269230769230769,0.36666666666666664,2,3.7924299650234527e-06,0.9339900593521749,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.5959595959595951,0.16101694915254236,0.9538968166849616,0.009817003719278133,0.12449799196787147,0.07883326763894362,0.3653846153846154,0.3333333333333333,1,0.0009905137535920344,0.08399286427537615,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.8484848484848477,0.19209039548022597,0.13830954994511527,0.01318765679913002,0.14457831325301204,0.03232163973196689,0.44230769230769235,0.36666666666666664,1,0.01944206459887296,0.35755590211939997,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
