isAdult,releaseYear,runtimeMinutes,studio,lifetimeGross,nrOfLanguages,director_nrOfMovies,nrOfEmployees,nrOfActors,averageRating,numVotes,sameYearTotalMoviesReleased,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
0,0.8181818181818201,0.11581920903954804,0.3260153677277717,4.4757857917945105e-05,0.0642570281124498,0.0043358297201418995,0.3076923076923077,0.3333333333333333,2,0.0011415214194720592,0.25539611125447387,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.959595959595962,0.11581920903954804,0.9725576289791439,1.944259135850683e-05,0.0321285140562249,0.0011824990145841545,0.4038461538461539,0.3333333333333333,1,1.7927850743747232e-05,0.9339900593521749,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.8484848484848477,0.24293785310734464,0.8419319429198683,0.00242682294677442,0.1646586345381526,0.017737485218762318,0.4038461538461539,0.36666666666666664,2,0.011836863453559108,0.35755590211939997,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9191919191919204,0.16384180790960454,0.27222832052689355,0.00010745455702872351,0.1285140562248996,0.016554986204178165,0.3653846153846154,0.3333333333333333,1,0.00837299583005087,0.731788755623871,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.9292929292929308,0.14406779661016952,0.27222832052689355,0.00010745455702872351,0.012048192771084338,0.0011824990145841545,0.21153846153846156,0.13333333333333333,1,1.1377289895070358e-05,0.7848556586520661,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.8181818181818201,0.24576271186440676,0.13830954994511527,0.0632694890982447,0.20481927710843373,0.007489160425699646,0.38461538461538464,0.3333333333333333,2,0.05133915873560385,0.25539611125447387,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.8585858585858581,0.18361581920903955,0.9077936333699232,1.1130551071133668e-05,0.05220883534136546,0.005518328734726054,0.3653846153846154,0.3333333333333333,1,0.0007839987036784846,0.3940917097689865,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.8585858585858581,0.20903954802259886,0.9077936333699232,1.1130551071133668e-05,0.008032128514056224,0.002759164367363027,0.2884615384615385,0.3333333333333333,0,6.895327209133552e-07,0.3940917097689865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.8989898989898997,0.27118644067796616,0.9253567508232712,0.12280780888898175,0.19277108433734938,0.034686637761135196,0.4038461538461539,0.3333333333333333,1,0.09788296216361576,0.5731894220736237,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.6060606060606055,0.20338983050847456,0.6926454445664105,0.012661536730498303,0.20080321285140562,0.01891998423334647,0.38461538461538464,0.3333333333333333,1,0.011494855223986085,0.07990216427874205,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0.8686868686868685,0.14406779661016952,0.1690450054884742,0.00014950006495815737,0.0682730923694779,0.029956641702798582,0.3269230769230769,0.3333333333333333,2,0.0009453493603722097,0.44044923649990464,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.8686868686868685,0.13559322033898305,0.1690450054884742,0.00014950006495815737,0.004016064257028112,0.002759164367363027,0.13461538461538464,0.03333333333333333,2,3.102897244110098e-06,0.44044923649990464,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9191919191919204,0.24011299435028247,0.3446761800219539,0.014951517245594285,0.18473895582329317,0.02207331493890422,0.4038461538461539,0.3333333333333333,1,0.03681139383868037,0.731788755623871,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.6464646464646471,0.16384180790960454,0.9253567508232712,0.04763593540725975,0.1646586345381526,0.014189988175009853,0.42307692307692313,0.3333333333333333,1,0.014904249762542168,0.09742508050129589,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7575757575757578,0.22598870056497175,0.34687156970362243,0.008566408552403261,0.1686746987951807,0.011430823807646826,0.3653846153846154,0.3333333333333333,2,0.013887533765555427,0.1685556889452367,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.9494949494949516,0.16666666666666666,0.6333699231613612,0.020423001468461616,0.14859437751004015,0.015766653527788728,0.3461538461538462,0.3333333333333333,2,0.03083038701747793,0.8806381761267377,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9696969696969688,0.16101694915254236,0.4281009879253568,1.6269433522485078e-05,0.07228915662650602,0.01497832085139929,0.3076923076923077,0.3,1,0.0008464014149211432,0.9876022394506839,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9090909090909101,0.21468926553672316,0.3446761800219539,0.013115627282854472,0.19277108433734938,0.018525817895151755,0.3653846153846154,0.3333333333333333,2,0.03214808404714335,0.6447867697382446,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0.959595959595962,0.09322033898305085,0.4632272228320527,0.00011850927896039343,0.008032128514056224,0.005124162396531335,0.15384615384615385,0.03333333333333333,2,1.5859252581007167e-05,0.9339900593521749,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7474747474747474,0.22316384180790963,0.8419319429198683,0.0033181746489343873,0.1004016064257028,0.008671659440283799,0.3653846153846154,0.3333333333333333,2,0.003513169213053544,0.15973027858497235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.8181818181818201,0.14971751412429377,0.5861690450054885,0.0036057222455873838,0.08433734939759036,0.0216791486007095,0.5,0.3333333333333333,2,0.0049284351227282044,0.25539611125447387,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9797979797979792,0.18644067796610173,0.6717892425905598,0.005506194136505258,0.11646586345381525,0.011824990145841544,0.5576923076923077,0.3333333333333333,1,0.0017148678769115138,1.0000000000000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9191919191919204,0.14124293785310735,0.7244785949506037,4.529449490491938e-05,0.09638554216867469,0.0007883326763894363,0.44230769230769235,0.3333333333333333,1,0.002606433685052482,0.731788755623871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.7676767676767682,0.14689265536723164,0.8551042810098792,0.001314100321272548,0.09638554216867469,0.004729996058336618,0.3269230769230769,0.3333333333333333,2,0.001943447973894291,0.18131023572574584,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9494949494949516,0.17796610169491525,0.9352360043907794,7.042310512106226e-05,0.056224899598393566,0.0015766653527788728,0.4038461538461539,0.3333333333333333,2,0.001348036469385609,0.8806381761267377,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.9191919191919204,0.14406779661016952,0.15806805708013172,0.06338524869594792,0.17670682730923695,0.010642491131257389,0.38461538461538464,0.3333333333333333,1,0.06652301401647638,0.731788755623871,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.959595959595962,0.21468926553672316,0.35016465422612514,0.018504052932761788,0.10843373493975902,0.006700827749310209,0.46153846153846156,0.3333333333333333,1,0.0075355583405016,0.9339900593521749,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.959595959595962,0.15536723163841806,0.9253567508232712,0.07382936523160204,0.14859437751004015,0.002759164367363027,0.44230769230769235,0.3333333333333333,1,0.016807015305902572,0.9339900593521749,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9898989898989896,0.13276836158192093,0.5675082327113062,0.00012364232840101686,0.04819277108433734,0.010642491131257389,0.3269230769230769,0.0,1,0.0002958095372718293,0.9891460691806259,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9090909090909101,0.12994350282485875,0.7409440175631175,0.00012243022877174236,0.1285140562248996,0.03310997240835633,0.38461538461538464,0.3333333333333333,1,0.0077627593720425506,0.6447867697382446,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9393939393939412,0.19209039548022597,0.025246981339187707,0.0012542209663433846,0.15261044176706828,0.02010248324793063,0.42307692307692313,0.3333333333333333,1,0.012365735050499652,0.8335042466537267,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.9191919191919204,0.11016949152542374,0.6926454445664105,0.0695879929751372,0.21285140562248994,0.023255813953488372,0.4807692307692308,0.36666666666666664,1,0.11588804057210529,0.731788755623871,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9292929292929308,0.21468926553672316,0.9725576289791439,0.0023626679949816463,0.18875502008032127,0.007883326763894362,0.44230769230769235,0.36666666666666664,1,0.011669996535098077,0.7848556586520661,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.7474747474747474,0.2542372881355932,0.08781558726673985,7.597379812980914e-05,0.024096385542168672,0.009854158454867954,0.38461538461538464,0.3333333333333333,2,0.0002209952370527303,0.15973027858497235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.7575757575757578,0.14406779661016952,0.9253567508232712,0.025299488265419084,0.14457831325301204,0.0011824990145841545,0.4038461538461539,0.3333333333333333,1,0.009719998000355109,0.1685556889452367,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9191919191919204,0.18644067796610173,0.7541163556531285,0.01867520046713363,0.1686746987951807,0.011430823807646826,0.4038461538461539,0.3333333333333333,1,0.030465968974475222,0.731788755623871,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.6868686868686886,0.17514124293785313,0.5861690450054885,0.010266014885892375,0.1004016064257028,0.017737485218762318,0.3269230769230769,0.3333333333333333,1,0.00190724750604634,0.10933590638288325,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.8383838383838409,0.2740112994350282,0.3446761800219539,0.01882476352860765,0.14457831325301204,0.01537248718959401,0.44230769230769235,0.3333333333333333,1,0.00810924956430151,0.3238564328108696,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9191919191919204,0.16949152542372883,0.7859495060373216,0.14584155163227747,0.2248995983935743,0.003941663381947181,0.5192307692307693,0.3333333333333333,2,0.07085190043837042,0.731788755623871,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.8989898989898997,0.25141242937853103,0.6136114160263447,0.003151910511144012,0.18875502008032127,0.0130074891604257,0.44230769230769235,0.3333333333333333,2,0.04213699980865467,0.5731894220736237,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.6161616161616159,0.18079096045197743,0.2854006586169045,0.003473714213200296,0.12048192771084336,0.049270792274339774,0.3461538461538462,0.3333333333333333,1,0.0009232843133029823,0.08683593443211526,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9090909090909101,0.18361581920903955,0.49396267837541163,0.0015882588251005367,0.14859437751004015,0.00827749310208908,0.4807692307692308,0.4,2,0.02203436286314672,0.6447867697382446,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
